scenario,initial_tvl,final_tvl,total_hack_events,total_hack_losses,total_insurance_payouts,final_lp_capital,final_utilization,final_revenue_share,protocol_profit,lp_profit,hack_frequency,loss_ratio
Base Case,124954148.0703251,130016762.86326282,0,0.0,0.0,98651881.75304238,0.3963120783411741,0.46779765907732684,7159468.186485481,8518129.891920835,0.0,0.0
Base Case,72958129.81492203,65075159.50738177,0,0.0,0.0,57698588.66462657,0.4003163798595459,0.452629394574252,4384853.201543825,4753574.723993678,0.0,0.0
Base Case,80150539.41769609,118979981.1796641,0,0.0,0.0,63918673.17528984,0.4010208583229516,0.405214337956946,4980468.615230105,4777993.076716596,0.0,0.0
Base Case,182882074.91564384,255482572.8865775,0,0.0,0.0,141713381.84605432,0.39300737282092413,0.4231207467418159,10888624.633537987,11246391.59592747,0.0,0.0
Base Case,140953150.6664713,190014687.53364584,0,0.0,0.0,111283091.30893469,0.39556287017486813,0.383344801989915,9459413.3042739,7977385.202480868,0.0,0.0
Base Case,157907867.93659377,121503304.83844033,0,0.0,0.0,124669473.51942116,0.3936173215139135,0.40821863524099083,10848258.908322597,9466633.632446518,0.0,0.0
Base Case,84320523.13353518,98987624.5478854,0,0.0,0.0,66684389.02297418,0.39961871223285683,0.36373977009033354,5925099.851536428,4485257.699109514,0.0,0.0
Base Case,82203033.352524,80810701.98347859,0,0.0,0.0,65009799.88497644,0.3986165693240214,0.4575261646358222,4806410.804449719,5426546.318241569,0.0,0.0
Base Case,175541618.63967857,157378063.3413949,0,0.0,0.0,136710833.74911654,0.392714264938289,0.5279162234286363,8767450.73547288,13357373.60321863,0.0,0.0
Base Case,159840087.21032777,133911508.31700732,0,0.0,0.0,126194968.05803326,0.39311918806625157,0.43110552396112595,10334739.827090038,10102297.155731954,0.0,0.0
Base Case,150841783.79461876,207910883.07429767,0,0.0,0.0,119090772.94724147,0.39357537979474816,0.5458853104069858,6519569.261716027,12009046.99532509,0.0,0.0
Base Case,131510741.26864481,172442429.48492154,0,0.0,0.0,103828310.85623306,0.3966750057082363,0.34459601214172036,9502438.011455566,6718843.050147784,0.0,0.0
Base Case,127459794.15536693,169816941.3945451,1,10415743.709633641,10415743.709633641,90214858.6030229,0.4424474194864077,0.4124996842695124,42138916.46253456,-4191096.3316981103,1.0,1.0
Base Case,139652237.74040946,160973449.53599212,0,0.0,0.0,110256583.35639966,0.39592094335016503,0.45508998721257177,8132661.461299539,9312300.847857289,0.0,0.0
Base Case,114816680.84013538,79166228.87448694,0,0.0,0.0,90648353.27175061,0.3984291052935698,0.687959779391005,3434155.4407077413,11341520.326473286,0.0,0.0
Base Case,72188093.65221271,63777151.81501454,0,0.0,0.0,57089615.6223469,0.40076063863367223,0.4162105157419136,4714182.328698572,4340706.176516037,0.0,0.0
