scenario,initial_tvl,final_tvl,total_hack_events,total_hack_losses,total_insurance_payouts,final_lp_capital,final_utilization,final_revenue_share,protocol_profit,lp_profit,hack_frequency,loss_ratio
Base Case,131877714.49024679,90027534.93134758,0,0.0,0.0,66605638.75379884,0.31190312186450897,0.9336680128547437,-339302.0853145248,5909617.958658408,0.0,0.0
Base Case,88905720.4922665,171316452.2123194,0,0.0,0.0,50290690.10879554,0.3135083542341689,0.9924056024388785,-1679408.340389891,4907153.703877132,0.0,0.0
Base Case,94437374.25086503,56926061.43816513,0,0.0,0.0,51511925.549710736,0.31927679649446133,0.9180956110851857,-58961.62077985937,4431118.916569765,0.0,0.0
Base Case,189122080.79284382,138449487.91624784,0,0.0,0.0,84055272.70634082,0.3180508706472838,1.0,-1465142.9837356824,8401182.974263903,0.0,0.0
Base Case,77836291.2227809,145765975.518039,0,0.0,0.0,45601615.93055527,0.3150348045001064,0.927609485052285,-1114238.3924094127,4043671.178459745,0.0,0.0
Base Case,66010730.33829661,57551801.827712834,0,0.0,0.0,40007042.388285704,0.3199900165806155,0.9603754728751568,-385231.2177779169,3631375.9102827194,0.0,0.0
Base Case,146403487.36791185,93745378.35557961,0,0.0,0.0,70984316.58309443,0.3148577556074469,1.0,-963979.8128387692,6964419.853181722,0.0,0.0
Base Case,80330344.0145362,152356823.69939288,1,21310281.466034733,14686590.96570914,32376182.37999984,0.4536233084349586,1.0,1481788249.4115295,-11035760.388657317,1.0,0.6891786478333136
Base Case,135341033.01788685,216781870.0661871,0,0.0,0.0,65620698.574894086,0.322378135484868,1.0,-2286273.2183951857,6629690.9992254665,0.0,0.0
Base Case,96624469.9634533,79367664.10071972,1,32741334.43159917,16712100.191370133,35992784.415402636,0.4643180699356622,1.0,1687106741.00106,-12691709.640457403,1.0,0.5104281936426216
Base Case,187866354.76987725,113781688.27775018,0,0.0,0.0,83497170.67928703,0.31868806619999696,1.0,-1187747.901928873,8317102.0414066035,0.0,0.0
Base Case,57227184.12503565,107768372.16680333,0,0.0,0.0,36995839.18665637,0.31314011579530115,1.0,-1109318.2668840203,3574725.5952675752,0.0,0.0
Base Case,125100218.95105718,129791654.34435873,1,130594535.04566953,20021722.62367353,43160939.35659662,0.463885237952159,1.0,2020842462.018469,-15098669.547657624,1.0,0.15331210158734312
Base Case,128287357.47503822,276436247.1297481,0,0.0,0.0,64792327.538664624,0.31450033654054904,0.9628932958183614,-2532979.675934874,6228384.664071173,0.0,0.0
Base Case,103312867.67078547,97956868.4565348,0,0.0,0.0,54266023.189149186,0.32272854208937946,1.0,-998659.7151498715,5323923.9552639695,0.0,0.0
Base Case,91283850.47020064,75164083.8163908,0,0.0,0.0,49791824.90018224,0.3225511595992646,0.9810832475188007,-662884.2674822818,4723583.46785847,0.0,0.0
Base Case,88556364.06577098,103011909.71459933,0,0.0,0.0,50093074.86939113,0.3138794068321724,0.9613628206882607,-800619.777408028,4607658.099986899,0.0,0.0
Base Case,56906149.044722825,30530953.938724946,0,0.0,0.0,36788302.416765496,0.3136697875143143,1.0,-329944.201060202,3465267.764568503,0.0,0.0
Base Case,143056072.1829884,88332119.5583526,0,0.0,0.0,69361326.25936593,0.317053268766508,1.0,-916936.941675575,6810951.224386886,0.0,0.0
Base Case,80391043.04433358,123788332.0105513,0,0.0,0.0,47098334.27600455,0.3119930598754427,0.8869931535355261,-517481.3873068171,3875627.024554725,0.0,0.0
Base Case,148439627.78494352,196466832.38352433,0,0.0,0.0,71971536.87458345,0.3135539633745916,1.0,-1964255.6150717025,7171458.776785247,0.0,0.0
Base Case,147132657.4029535,123762132.3606569,0,0.0,0.0,71337853.81879665,0.31438815411035775,1.0,-1307274.95049063,7036822.810879825,0.0,0.0
Base Case,124954148.0703251,130016762.86326282,0,0.0,0.0,63108888.82481122,0.3169975862925588,1.0,-1347037.718309691,6223410.721831139,0.0,0.0
Base Case,72958129.81492203,65075159.50738177,0,0.0,0.0,42743712.62675502,0.3212202831102829,1.0,-669996.8232617574,4122126.83464894,0.0,0.0
Base Case,80150539.41769609,118979981.1796641,0,0.0,0.0,46957433.62683048,0.31227401664690885,0.9732282250985764,-1034380.8124633163,4394026.032371546,0.0,0.0
Base Case,182882074.91564384,255482572.8865775,0,0.0,0.0,81281928.94727328,0.3212729629726983,1.0,-2634708.4826189517,8281530.284715792,0.0,0.0
Base Case,140953150.6664713,190014687.53364584,0,0.0,0.0,68341727.23016882,0.3184670029687132,0.9821551866985544,-1707087.6260717288,6666676.96983009,0.0,0.0
Base Case,157907867.93659377,121503304.83844033,0,0.0,0.0,73372226.06421632,0.32116434446709974,1.0,-1260235.5816059643,7298227.071420152,0.0,0.0
Base Case,84320523.13353518,98987624.5478854,0,0.0,0.0,47697049.90342836,0.3185354723517731,0.965637412563146,-781591.8753996696,4425784.750310332,0.0,0.0
Base Case,82203033.352524,80810701.98347859,0,0.0,0.0,46499281.03966797,0.3209786299048992,1.0,-852508.0771842145,4516337.4282601755,0.0,0.0
Base Case,175541618.63967857,157378063.3413949,0,0.0,0.0,81565700.0382343,0.3111105185208652,1.0,-1626885.0451040643,8092853.019037994,0.0,0.0
Base Case,159840087.21032777,133911508.31700732,0,0.0,0.0,74270026.45835856,0.3199930002833841,1.0,-1414312.6987991433,7398796.651168728,0.0,0.0
Base Case,150841783.79461876,207910883.07429767,0,0.0,0.0,73136219.39659283,0.31204538608430843,1.0,-2151633.5748518743,7299428.429069417,0.0,0.0
Base Case,131510741.26864481,172442429.48492154,0,0.0,0.0,66420298.78466317,0.3121643437814864,0.9250292632459554,-1112917.4547417322,5911636.546345942,0.0,0.0
Base Case,127459794.15536693,169816941.3945451,1,10415743.709633641,10415743.709633641,53958622.65067542,0.3759392078998382,1.0,1171144173.7572904,-5910524.534530712,1.0,1.0
Base Case,139652237.74040946,160973449.53599212,0,0.0,0.0,67710981.12477945,0.31935537551375015,1.0,-1664459.1612651395,6747864.11315895,0.0,0.0
Base Case,114816680.84013538,79166228.87448694,0,0.0,0.0,60308423.558697626,0.31265304583713827,1.0,-812334.2981891714,5847213.064881719,0.0,0.0
Base Case,72188093.65221271,63777151.81501454,0,0.0,0.0,42292581.819580965,0.32224585750121676,1.0,-649811.8123593888,4079560.8043386806,0.0,0.0
Base Case,62560988.58445733,111258935.18737037,0,0.0,0.0,39180117.82485905,0.3147021561156458,0.9871864506289729,-1051645.5012001593,3729494.098998586,0.0,0.0
Base Case,51284719.66225686,47387580.871134646,0,0.0,0.0,34190287.10585365,0.31381931915263844,0.9857598486812142,-424160.4249838749,3169129.00197924,0.0,0.0
Base Case,74405743.91677023,85225208.77778597,0,0.0,0.0,43591806.97591591,0.31932985417645676,0.9693432842030354,-711016.2279686234,4048598.4302522643,0.0,0.0
Base Case,85041670.3975409,224718917.4986872,0,0.0,0.0,48104970.5209246,0.3177215607257117,0.9613225978346172,-2072674.973401766,4582522.757916769,0.0,0.0
Base Case,141719076.74750003,253117706.15810722,0,0.0,0.0,68713085.59162925,0.3179489356791631,1.0,-2638929.944865437,6953415.820816461,0.0,0.0
Base Case,67408829.34576266,101480651.89572896,0,0.0,0.0,40854371.77787718,0.31798154492855507,0.9967188682507829,-997594.8444762963,3943815.9269244904,0.0,0.0
Base Case,141825526.3426428,82979346.3724018,0,0.0,0.0,68764697.55290003,0.3178772220786845,1.0,-871591.4814533518,6751214.219594851,0.0,0.0
Base Case,106258569.33099277,146838127.24412417,2,28539259.373445448,18450871.70821247,37362387.03998065,0.478048631867785,1.0,3063248690.556045,-26028717.990299143,2.0,0.6465084278038488
Base Case,177797823.90951324,324526129.4229624,0,0.0,0.0,79022255.46701172,0.32400584579124264,1.0,-3339421.9642715035,8154708.841492574,0.0,0.0
Base Case,72744795.07627201,93912268.66013762,0,0.0,0.0,42618729.05129952,0.32150299892175177,0.9437200913171829,-635273.3148873092,3830290.0375919733,0.0,0.0
Base Case,79413846.4609909,161586798.0366286,0,0.0,0.0,46525837.15864838,0.313141490830852,0.9532314704065616,-1345502.972412124,4283712.270869371,0.0,0.0
Base Case,106275294.99331684,103740044.38904457,0,0.0,0.0,55822043.93504551,0.3199991161753127,1.0,-1058565.4860715412,5471545.7346376255,0.0,0.0
Base Case,117711668.97221932,330954227.30194086,0,0.0,0.0,59451071.92294315,0.3227352277594546,1.0,-3199670.1010853183,6108208.563491857,0.0,0.0
Base Case,191397735.60400677,110207400.40029848,0,0.0,0.0,85066677.6941776,0.3169100327819643,0.9725983418630515,-865867.9860554426,8150526.791396721,0.0,0.0
Base Case,177176562.8843176,171794139.23054338,0,0.0,0.0,78746138.67787957,0.3243467488643326,1.0,-1685341.7521251189,7935462.418600921,0.0,0.0
Base Case,151693332.23128635,340093768.51073635,0,0.0,0.0,73549091.65669438,0.3115180873064356,1.0,-3376080.208792977,7480351.372010243,0.0,0.0
Base Case,66699624.20078666,75436423.24113744,2,23960139.72280051,12999858.766247815,27424693.407024406,0.4702029060236688,1.0,2235030768.160643,-19091674.048501566,2.0,0.5425618930709794
Base Case,73548775.68374999,54683107.85705176,0,0.0,0.0,43089746.43719433,0.32044312194255314,0.9453400082200945,-260260.7668632599,3835563.5861454033,0.0,0.0
Base Case,154470377.83967924,114637433.64693445,0,0.0,0.0,71775005.70427972,0.32329500017019847,0.997168885390311,-1119934.0334600178,7111053.489427876,0.0,0.0
Base Case,65909735.89320991,104590790.50359757,0,0.0,0.0,39945833.875118576,0.3201372420428833,1.0,-1062888.3546586353,3886376.7686918275,0.0,0.0
Base Case,126008901.7249355,228805579.88104442,0,0.0,0.0,63641592.57070814,0.3161980818373553,1.0,-2282110.2652718,6381180.400728191,0.0,0.0
Base Case,65775819.08265128,51780462.738792196,0,0.0,0.0,39864672.491882674,0.32033291335891906,0.9855423601742422,-447295.0467509752,3741368.0115045365,0.0,0.0
Base Case,128574997.99320138,125189675.35259748,0,0.0,0.0,64937600.49489233,0.3142887955387427,0.8784494370121768,-264487.74449676496,5341564.7521488285,0.0,0.0
Base Case,179995556.42755967,228798113.58223835,0,0.0,0.0,79999028.22700134,0.3228122097693015,1.0,-2368930.204631595,8131602.659103519,0.0,0.0
Base Case,135579743.771811,36470569.1182182,1,57078704.19947905,21180773.586247582,44555663.617524624,0.47537780534631663,1.0,2040858366.1873565,-15172846.688772978,1.0,0.37108014071631457
Base Case,71244540.36151111,93550511.0040997,0,0.0,0.0,43179035.951349415,0.31273847897053,0.9106384805216053,-458268.8012810343,3658075.4397094753,0.0,0.0
Base Case,147523040.82076237,201058491.76700884,2,36363763.60633276,22576889.498544123,48950241.26220504,0.4590250801993338,1.0,4536791569.095814,-39275215.500856504,2.0,0.6208622887046915
Base Case,167135584.81886992,187996883.6470058,0,0.0,0.0,77659859.44338787,0.31573098053971255,1.0,-1896214.700541081,7766457.850702259,0.0,0.0
Base Case,112926292.45230584,170271969.00308487,0,0.0,0.0,59315493.36024442,0.3142163042120925,1.0,-1690841.015254499,5860653.279265107,0.0,0.0
Base Case,171710543.94628772,199087594.1781341,0,0.0,0.0,79785601.67337959,0.31317980662109096,1.0,-2037795.7399632798,7977923.418267589,0.0,0.0
Base Case,149199341.3674947,159983906.16671216,0,0.0,0.0,72339883.11344832,0.31307344324363545,0.9318148496163998,-964147.6498378712,6509023.179627024,0.0,0.0
Base Case,72982390.5349695,97074155.23991834,0,0.0,0.0,42757925.93094468,0.32118820036083917,0.9184348503748738,-549515.4677383802,3706602.6626293804,0.0,0.0
Base Case,191577531.2179469,211818846.74042663,1,31748000.552411545,26976197.020993195,58170390.06007304,0.4637444753788767,1.0,2722434633.2118835,-20154479.870797273,1.0,0.8496975101301021
Base Case,162401339.19780332,188442099.23608306,0,0.0,0.0,75460105.18032958,0.3184684017343052,1.0,-1935493.2150263889,7569148.581044329,0.0,0.0
Base Case,123644358.12856479,125581432.33520815,0,0.0,0.0,62447378.90231511,0.318002710956531,0.9781911828983453,-1068807.4802109385,5971976.92904304,0.0,0.0
Base Case,162185827.47445306,325533233.79418445,0,0.0,0.0,75359968.24825549,0.31859547795793347,1.0,-3342946.497710418,7724728.982356311,0.0,0.0
Base Case,187607822.59274733,188709542.4933466,1,93231654.64818978,26583929.532860104,56798337.63286114,0.4680406265531222,1.0,2683072065.301671,-19929674.9712542,1.0,0.2851384503812007
Base Case,185309228.72187623,428137300.3179296,0,0.0,0.0,82360667.01151244,0.3200029238947518,1.0,-4368553.927891864,8584363.2938322,0.0,0.0
Base Case,160663244.24759614,262428977.7649064,0,0.0,0.0,74652504.12150304,0.3194995674605596,1.0,-2691242.1015769253,7583439.839604272,0.0,0.0
Base Case,64001608.6970011,58230915.5566847,1,44728857.31356044,12528013.595265204,27554306.66489563,0.45466626134440086,1.0,1264754886.8839588,-9535132.926130053,1.0,0.28008794205138543
Base Case,92456292.1499815,72378549.75977375,0,0.0,0.0,50431337.34251444,0.32131684788755455,0.9386284116478136,-349311.3157077229,4496224.647903089,0.0,0.0
Base Case,124716415.2868486,113818917.51919559,1,454319.86997244845,454319.86997244845,62534501.91953924,0.3194833400091152,0.9821903704449335,31547438.249029554,5692395.5209721,1.0,1.0
Base Case,105004335.40966645,120793550.6729397,0,0.0,0.0,55154469.92763802,0.3211578413639861,0.974110178657678,-1075884.4880041452,5246888.70636833,0.0,0.0
Base Case,136310877.83468524,179290093.9131402,0,0.0,0.0,66090926.69606396,0.32168732175120535,0.9825543796730576,-1693650.2653300248,6467311.370757309,0.0,0.0
Base Case,182196132.6464993,171542727.4650145,0,0.0,0.0,80977064.8576154,0.3216358689118186,0.9527397045102568,-1288801.7127715587,7642576.145876995,0.0,0.0
Base Case,186287590.78511754,174238289.0822212,0,0.0,0.0,82795495.8202661,0.319497085384411,0.9502713648118284,-1191316.587551386,7765600.254977054,0.0,0.0
Base Case,165469147.45961604,208975124.50146565,0,0.0,0.0,76885553.88796288,0.3166829156370243,1.0,-2120032.7618241715,7721617.889841193,0.0,0.0
Base Case,192309166.08326703,82912877.22117566,0,0.0,0.0,85471759.04846226,0.3164580477132685,0.9813022219119549,-658610.0491343106,8250428.833772095,0.0,0.0
Base Case,72154977.93803383,60623134.58141825,0,0.0,0.0,42273180.75818784,0.32229028150636335,1.0,-620714.2875680126,4074424.859562619,0.0,0.0
Base Case,126158565.2550892,97280881.84163989,0,0.0,0.0,63717180.19516294,0.3160853417870023,1.0,-1036909.9867561389,6242250.340517521,0.0,0.0
Base Case,147848948.8696032,102571181.99098614,1,14668207.904290618,14668207.904290618,57016938.99143824,0.39469152653774936,1.0,1294374455.8770747,-6742875.887094826,1.0,1.0
Base Case,97042926.2904407,94003194.65881944,0,0.0,0.0,52933133.08368728,0.316676865638128,0.971252386234876,-773564.691070029,4951452.224388335,0.0,0.0
Base Case,169610309.7026114,151467645.1892555,1,500903.65142390365,500903.65142390365,78308829.93214011,0.316350544373978,0.9279617486377048,43379223.961916,6610110.876664757,1.0,1.0
Base Case,64440401.124523655,66947141.480735436,1,2451333.938912868,2451333.938912868,36603997.52828759,0.34389791057872665,1.0,247586825.3633945,1143539.2433627467,1.0,1.0
Base Case,168326956.27747697,186325554.22371063,0,0.0,0.0,78213426.92904915,0.31505795573619,0.9514215080218165,-1347922.0441440803,7304667.837576795,0.0,0.0
Base Case,175008923.7201118,263514613.74916518,0,0.0,0.0,81318184.80264696,0.3113947119390336,1.0,-2682062.9261568584,8193726.992696478,0.0,0.0
Base Case,191101040.85262436,135617217.82727087,0,0.0,0.0,84934812.98871298,0.3170577701264584,1.0,-1445132.2186612785,8480138.303753547,0.0,0.0
Base Case,98150012.37638822,138395757.9675767,0,0.0,0.0,53536997.087250024,0.3155994949796417,0.9797739599666804,-1248002.8747930017,5111068.635878602,0.0,0.0
Base Case,153344578.22909793,113008416.18641369,0,0.0,0.0,71251905.99823456,0.32400624723244864,1.0,-1176367.5594760694,7093326.744522487,0.0,0.0
Base Case,103547409.7625084,168760796.722148,0,0.0,0.0,54389216.8816091,0.32250875603863705,0.9690728984080401,-1459325.830452773,5191605.628395528,0.0,0.0
Base Case,173933433.34416336,149569131.58854306,0,0.0,0.0,80818461.14470172,0.3119719306228398,0.9966095651235081,-1481616.3556247186,7975229.5473009795,0.0,0.0
Base Case,94660854.53147179,88258964.1170747,0,0.0,0.0,51633823.655628145,0.3190501593176563,0.9961812640585084,-894561.7020387903,5002167.59467177,0.0,0.0
Base Case,184756857.27123773,187746500.71762612,0,0.0,0.0,82115167.89733489,0.32029005068543476,1.0,-1970582.3581751573,8280903.596587137,0.0,0.0
Base Case,139669812.5741494,234545852.421314,1,14983973.968833346,14983973.968833346,52735528.29345828,0.41007969737929223,1.0,2181842756.60751,-15774315.14176472,1.0,1.0
