scenario,initial_tvl,final_tvl,total_hack_events,total_hack_losses,total_insurance_payouts,final_lp_capital,final_utilization,final_revenue_share,protocol_profit,lp_profit,hack_frequency,loss_ratio
Base Case,138219620.16159114,188098621.13187185,0,0.0,0.0,58639650.60981476,0.14176680775994843,1.0,-5376705.629642929,8306094.660746178,0.0,0.0
Base Case,57308732.12136909,58336831.88401806,0,0.0,0.0,38206272.78238401,0.14010602597401514,0.8393495896840177,-1132671.2605243586,3012809.919800515,0.0,0.0
Base Case,81269080.60382639,143195350.16447893,0,0.0,0.0,45970985.91746944,0.13866279246399685,0.923594808791206,-2909259.2144847587,4746095.025508531,0.0,0.0
Base Case,127594682.57698838,94611084.1625428,1,7240292.825224975,7240292.825224975,49469392.51923758,0.1614584568144667,1.0,495262150.9257275,2529676.9431427657,1.0,1.0
Base Case,194002595.5003878,163462319.41011232,0,0.0,0.0,70547812.80313389,0.1396051060668052,0.921290880843695,-5330783.780354015,10024005.53875673,0.0,0.0
Base Case,180518620.4940818,158487766.0428222,0,0.0,0.0,69291256.24074794,0.13710827110797094,1.0,-6069537.514422458,10502120.221478505,0.0,0.0
Base Case,96190242.89374563,102128120.2734275,0,0.0,0.0,50524850.59260461,0.1372592303675976,0.9112117967371605,-2680438.807311245,5347535.594355264,0.0,0.0
Base Case,113858211.57783437,109173453.25880215,0,0.0,0.0,52904673.867462665,0.14261631938744793,1.0,-3964295.2841819227,6969086.829794023,0.0,0.0
Base Case,159352061.34336787,122730831.02477042,1,71686540.95187594,8926062.625567293,55459751.243243866,0.1609466762015935,1.0,896357890.742502,179036.66806038475,1.0,0.12451518105134224
Base Case,179563997.83551243,159679715.62862816,0,0.0,0.0,68924832.92290823,0.1374722363362102,0.956293158236418,-5511753.353966316,9860870.099575318,0.0,0.0
Base Case,146621530.41025025,117023837.29646698,0,0.0,0.0,62204111.72845152,0.13764513561968406,1.0,-4862215.743787527,8734078.92642017,0.0,0.0
Base Case,92908073.24907735,51991497.196254686,0,0.0,0.0,48800884.56656518,0.1396625989175625,1.0,-2853412.2448946484,5849858.121616334,0.0,0.0
Base Case,178833390.09395596,248789198.8342914,1,38213748.54880063,9455954.882100701,59188440.833186954,0.15976016176453744,1.0,948106909.8478034,740657.7986354821,1.0,0.2474490266251957
Base Case,87276519.11565949,89650497.41455187,0,0.0,0.0,47606011.90327821,0.13876118314107433,1.0,-3083959.023589112,5588067.075438456,0.0,0.0
Base Case,55784252.13221145,53992475.06148651,0,0.0,0.0,38316877.60334192,0.13783096045992363,0.7761555005930463,-673951.5026675593,2598914.8516293988,0.0,0.0
Base Case,118708242.23361358,125829997.39451404,0,0.0,0.0,55158227.32982189,0.1396726018526651,0.9527324866408624,-3781326.1640110286,6808269.192049975,0.0,0.0
Base Case,159276078.73935884,123895245.08166718,0,0.0,0.0,64355113.662447095,0.1386670583184374,0.8640328356282866,-3561345.4045816674,7706488.753616745,0.0,0.0
Base Case,191674490.42859602,166822469.17235157,0,0.0,0.0,69701221.9851252,0.14045035886646193,0.9684455307793269,-5982320.517325743,10576324.63661511,0.0,0.0
Base Case,107715967.92751156,199647464.13955548,0,0.0,0.0,52226718.18788269,0.14051684633983144,0.9210264404960473,-3960904.6441572644,6023328.548933081,0.0,0.0
Base Case,132033373.4218032,121161614.89105198,0,0.0,0.0,58682442.38911155,0.13845695153828763,0.7920285334882027,-2321652.6258623954,5767593.520377282,0.0,0.0
Base Case,111153054.21204291,96055458.52565716,0,0.0,0.0,53893185.43901391,0.1383273104677572,1.0,-3736305.570387016,6863506.851372135,0.0,0.0
Base Case,87638543.56174102,77414435.3363973,0,0.0,0.0,47803479.412059404,0.1384742922775534,1.0,-2984785.291469165,5601775.222447385,0.0,0.0
Base Case,106181017.82710437,115577613.39792727,1,13003624.477738488,7286257.723517258,44196241.70967162,0.16486147784649255,1.0,732106414.1334288,-923223.35794034,1.0,0.5603251413473945
Base Case,67258184.95846684,74087968.8787994,0,0.0,0.0,42121782.99447769,0.13767240902373465,1.0,-2427532.5159633546,4500012.5494773425,0.0,0.0
Base Case,175226322.29984742,192417189.00073394,0,0.0,0.0,67259855.1987543,0.13916333618902055,0.9847655929478265,-6029846.827113543,10024921.309181545,0.0,0.0
Base Case,198351727.02134,202119293.04282486,0,0.0,0.0,72129328.54164681,0.1380661422976926,1.0,-6984292.562490005,11426604.066530932,0.0,0.0
Base Case,167574852.6208626,203489114.85277605,0,0.0,0.0,64322907.41005905,0.14230489634975313,0.8988506291393524,-4904192.223549227,8523356.479676012,0.0,0.0
Base Case,67023270.784047425,89080084.71732976,0,0.0,0.0,41974665.69519617,0.13791345854439035,0.9561611471978362,-2284157.514890463,4216650.809297493,0.0,0.0
Base Case,52623540.6396729,65202938.593880825,1,5194724.27626986,5129453.760380391,32079511.171809953,0.15989812727844577,1.0,512806927.5645089,-1576210.4389635522,1.0,0.9874352299721407
Base Case,95144668.37838718,108620740.11058019,0,0.0,0.0,49975660.53318804,0.13801133983108352,0.8969544828802931,-2613444.6510652984,5178770.366226297,0.0,0.0
Base Case,124190246.83070321,91046849.74805494,0,0.0,0.0,55196598.52757271,0.14276196481898415,1.0,-3981600.6139767077,7485726.334323372,0.0,0.0
Base Case,151359712.32553285,89322524.24918766,0,0.0,0.0,61156564.65603331,0.14224701171888093,0.9186176602635896,-3699269.170807523,7943677.246773776,0.0,0.0
Base Case,173466551.1064688,257488776.67453462,0,0.0,0.0,66584382.86051866,0.13986742509014918,0.9067510958801337,-5647965.880496072,8954810.562441995,0.0,0.0
Base Case,176999361.08152008,177699484.96680516,0,0.0,0.0,67940420.18137541,0.1384645847296251,0.9226900459705081,-5131856.429173524,9284897.719226772,0.0,0.0
Base Case,113027445.07111607,94369213.44929709,1,27703230.9418658,7517493.166604102,47284488.48055944,0.15898433943501042,1.0,755496010.1448263,-768387.0318707223,1.0,0.27135799367154256
Base Case,63966243.0007787,49187958.73098165,0,0.0,0.0,40060172.14701138,0.14117041688664136,1.0,-2080404.5213834909,4266746.072838821,0.0,0.0
Base Case,197628777.5813865,208427762.07616428,0,0.0,0.0,71866435.61419052,0.13831843717066752,1.0,-7048470.930399454,11392806.976558218,0.0,0.0
Base Case,63102446.435326256,36679131.83406426,0,0.0,0.0,40793969.16345252,0.13769184579446528,1.0,-1945190.8786915161,4240227.242119629,0.0,0.0
Base Case,104765837.45340408,67806866.25923198,1,12600709.650562217,7237539.235510751,43558811.65441082,0.1661555712982328,1.0,685756934.3128827,-579262.6037895628,1.0,0.5743755261583879
Base Case,188605267.3361638,194739136.31595072,0,0.0,0.0,68585131.42720479,0.14158851283174365,1.0,-6702117.562525721,10879068.847915761,0.0,0.0
Base Case,95130999.50699282,106377111.43126841,0,0.0,0.0,49968480.9317508,0.13802125424297365,1.0,-3372337.9802854033,6022800.977699576,0.0,0.0
Base Case,173670421.38699228,92166323.4210747,0,0.0,0.0,66662636.6332819,0.13978530836439373,0.8563151939702087,-3397019.4352944735,8190109.675012991,0.0,0.0
Base Case,55063206.56348125,64799184.58267302,0,0.0,0.0,37821617.01734534,0.13873043348776493,0.979592462193404,-1910301.9487743801,3693485.460420668,0.0,0.0
Base Case,133091153.37508796,268123880.63714635,1,14968378.064270789,8157473.6758892285,50995094.46144124,0.15996585087330925,1.0,817887674.27328,-250660.33252265473,1.0,0.5449804675471788
Base Case,106864778.81506552,64321842.648521,0,0.0,0.0,51814020.14570823,0.14107533577791942,0.8789966106440099,-2236914.0186747676,5505037.406006214,0.0,0.0
Base Case,82796757.5220809,49933066.38857244,0,0.0,0.0,46835124.13574074,0.1373776476736785,0.9210881552613963,-1976571.398360237,4742413.978091587,0.0,0.0
Base Case,73143136.71969137,163180696.07882467,0,0.0,0.0,42852100.15233265,0.14112233897312476,0.9572698826646524,-3205453.455128998,4574114.849455537,0.0,0.0
Base Case,131877714.49024679,90027534.93134758,0,0.0,0.0,58613260.44683927,0.1385386375673709,0.8738405377256815,-2849652.636885008,6603615.220746087,0.0,0.0
Base Case,88905720.4922665,171316452.2123194,0,0.0,0.0,48494665.5304673,0.13748394051422103,1.0,-3929341.18668229,5753084.017848934,0.0,0.0
Base Case,94437374.25086503,56926061.43816513,0,0.0,0.0,49604152.909185074,0.138527182358612,0.7671220292859577,-1041901.2079512271,4044935.2429715777,0.0,0.0
Base Case,189122080.79284382,138449487.91624784,0,0.0,0.0,68773065.18172038,0.14139492579896906,1.0,-6143647.020097056,10862233.616488615,0.0,0.0
Base Case,77836291.2227809,145765975.518039,0,0.0,0.0,44029211.145597786,0.14168740600367302,0.8440703640694013,-2373181.22173079,3999502.553472842,0.0,0.0
Base Case,66010730.33829661,57551801.827712834,0,0.0,0.0,41340552.33800797,0.13896712754869178,0.861194158646089,-1354745.3658101195,3537254.3961763605,0.0,0.0
Base Case,146403487.36791185,93745378.35557961,0,0.0,0.0,62111608.24726656,0.1377475943708665,1.0,-4585710.83291157,8699786.941623615,0.0,0.0
Base Case,80330344.0145362,152356823.69939288,1,21310281.466034733,6337542.723334047,39102442.06817603,0.1620753689062282,1.0,636547164.0311801,-1269512.0042689524,1.0,0.2973936657493287
Base Case,135341033.01788685,216781870.0661871,0,0.0,0.0,57418426.90631482,0.14326646338035734,1.0,-5634341.125669718,8165906.809707198,0.0,0.0
Base Case,96624469.9634533,79367664.10071972,1,32741334.43159917,6950637.657150823,41850336.15677695,0.16608319778156155,1.0,698808727.88426,-1119936.793663577,1.0,0.21228938214694923
Base Case,187866354.76987725,113781688.27775018,0,0.0,0.0,68316433.67747308,0.1418666796126873,1.0,-5835187.774643228,10769905.667696161,0.0,0.0
Base Case,57227184.12503565,107768372.16680333,0,0.0,0.0,38151907.75783472,0.14020581158739373,1.0,-2525004.9534737426,3950548.1200847393,0.0,0.0
Base Case,125100218.95105718,129791654.34435873,1,130594535.04566953,7908791.412407234,47692240.30811008,0.16582973165683604,1.0,794341679.1400748,-571663.7453009943,1.0,0.060559895631478705
Base Case,128287357.47503822,276436247.1297481,0,0.0,0.0,57017541.722064435,0.14046383687879987,0.929150566093395,-5291887.844492207,7142130.810934409,0.0,0.0
Base Case,103312867.67078547,97956868.4565348,0,0.0,0.0,52178951.69262041,0.13774090917984913,1.0,-3554414.52907495,6458206.474951856,0.0,0.0
Base Case,91283850.47020064,75164083.8163908,0,0.0,0.0,47947758.37485494,0.14089959798879956,0.8949779470000905,-2213101.6263640565,4938012.515380147,0.0,0.0
Base Case,88556364.06577098,103011909.71459933,0,0.0,0.0,48304107.83757262,0.1377548537215686,0.9188094481359848,-2607845.0927911643,5040640.258491784,0.0,0.0
Base Case,56906149.044722825,30530953.938724946,0,0.0,0.0,37937885.57694599,0.1406007258766164,1.0,-1737689.1184352422,3867095.4991868436,0.0,0.0
Base Case,143056072.1829884,88332119.5583526,0,0.0,0.0,60691486.99847101,0.13934983433451317,1.0,-4455859.569473991,8502516.960460225,0.0,0.0
Base Case,80391043.04433358,123788332.0105513,0,0.0,0.0,45474319.506418146,0.1394179554469146,0.7676633878290582,-1514447.4185053073,3545330.1448316555,0.0,0.0
Base Case,148439627.78494352,196466832.38352433,0,0.0,0.0,59976726.20266993,0.1436392929362841,1.0,-5636356.698331973,8807532.024097694,0.0,0.0
Base Case,147132657.4029535,123762132.3606569,0,0.0,0.0,62420954.3556942,0.13740584961101007,1.0,-4947044.186607981,8769396.62182734,0.0,0.0
Base Case,124954148.0703251,130016762.86326282,0,0.0,0.0,55536111.146173,0.14232492383912865,1.0,-4438154.755814458,7565426.795323469,0.0,0.0
Base Case,72958129.81492203,65075159.50738177,0,0.0,0.0,42743712.62675502,0.14130114847628303,1.0,-2474835.8108275365,4770875.793442161,0.0,0.0
Base Case,80150539.41769609,118979981.1796641,0,0.0,0.0,45338277.40685708,0.13962696432761687,0.9738351294911609,-2992206.0121039497,5028614.178801142,0.0,0.0
Base Case,182882074.91564384,255482572.8865775,0,0.0,0.0,66503952.95651823,0.14378685895243135,1.0,-7158847.187544612,10607233.993982716,0.0,0.0
Base Case,140953150.6664713,190014687.53364584,0,0.0,0.0,59799334.88551954,0.14038545923139578,0.9366690872579428,-4651784.615592174,7752146.896318551,0.0,0.0
Base Case,157907867.93659377,121503304.83844033,0,0.0,0.0,63802298.25762886,0.13926649595282647,0.982836881942481,-4958040.038589496,9083997.213271944,0.0,0.0
Base Case,84320523.13353518,98987624.5478854,0,0.0,0.0,45993653.486946724,0.14117240840228926,0.898860314839864,-2326741.5136898956,4655911.999635804,0.0,0.0
Base Case,82203033.352524,80810701.98347859,0,0.0,0.0,46499281.03966797,0.1378728555213203,1.0,-2886047.586313201,5318641.388339526,0.0,0.0
Base Case,175541618.63967857,157378063.3413949,0,0.0,0.0,67380878.86177605,0.139038304991857,1.0,-5969435.464981958,10222824.524980705,0.0,0.0
Base Case,159840087.21032777,133911508.31700732,0,0.0,0.0,64582997.092814356,0.13842219930076108,1.0,-5368438.467989436,9415274.649841098,0.0,0.0
Base Case,150841783.79461876,207910883.07429767,0,0.0,0.0,60947299.48292872,0.14249100487870667,1.0,-5883159.218904416,8959885.858244358,0.0,0.0
Base Case,131510741.26864481,172442429.48492154,0,0.0,0.0,58450160.777719826,0.13873178985833298,0.851392854416751,-3452565.225685003,6407627.048755586,0.0,0.0
Base Case,127459794.15536693,169816941.3945451,1,10415743.709633641,7983028.744393566,48666706.021554105,0.16403470456492256,1.0,801408876.1839061,-480336.0143544305,1.0,0.7664386688979271
Base Case,139652237.74040946,160973449.53599212,0,0.0,0.0,59247430.2106964,0.141037797788056,1.0,-5119177.696596134,8365506.183555722,0.0,0.0
Base Case,114816680.84013538,79166228.87448694,0,0.0,0.0,53350023.98541493,0.14201982122602372,1.0,-3652670.5640564132,6998960.820629011,0.0,0.0
Base Case,72188093.65221271,63777151.81501454,0,0.0,0.0,43750884.174964294,0.1373178638942051,0.9855505482259688,-2338405.010818282,4667216.173703399,0.0,0.0
Base Case,62560988.58445733,111258935.18737037,0,0.0,0.0,40443937.592784636,0.13828639543231178,0.9782579774861231,-2532764.8498111074,4131547.152587546,0.0,0.0
Base Case,51284719.66225686,47387580.871134646,0,0.0,0.0,36262330.085642666,0.1396430650792213,0.9901261351977908,-1704039.9499251626,3520710.782794057,0.0,0.0
Base Case,74405743.91677023,85225208.77778597,0,0.0,0.0,43591806.97591591,0.13991988720976412,0.8940283679517486,-2002109.201749959,4155622.1473581437,0.0,0.0
Base Case,85041670.3975409,224718917.4986872,0,0.0,0.0,46387005.80121423,0.14057258694526706,0.8935749373323538,-3613143.7601748467,4749068.013322942,0.0,0.0
Base Case,141719076.74750003,253117706.15810722,0,0.0,0.0,60124274.53076421,0.1400055959979086,1.0,-6144777.965429701,8562975.649576416,0.0,0.0
Base Case,67408829.34576266,101480651.89572896,0,0.0,0.0,42216125.51538201,0.1375184937251883,0.96500250335654,-2457870.875584865,4305036.918233497,0.0,0.0
Base Case,141825526.3426428,82979346.3724018,0,0.0,0.0,60169435.146832615,0.13995304570413747,0.9964103223598428,-4340154.088679962,8387824.6352459155,0.0,0.0
Base Case,106258569.33099277,146838127.24412417,2,28539259.373445448,7878751.772843006,43641348.41598812,0.1670186265312012,1.0,1468251910.2051528,-8203810.4499195665,2.0,0.2760671420987836
Base Case,177797823.90951324,324526129.4229624,0,0.0,0.0,68246902.95336767,0.13815333062464452,1.0,-7737786.41399472,10487282.915115643,0.0,0.0
Base Case,72744795.07627201,93912268.66013762,0,0.0,0.0,42618729.05129952,0.14150818305798418,0.8190878629837268,-1538848.5440614265,3570397.0671161623,0.0,0.0
Base Case,79413846.4609909,161586798.0366286,0,0.0,0.0,44921563.2892231,0.1402730826244678,0.9178334819217911,-3004575.370328659,4613996.923754181,0.0,0.0
Base Case,106275294.99331684,103740044.38904457,0,0.0,0.0,51528209.606578924,0.14146603894586868,1.0,-3687604.8584563565,6577596.186205086,0.0,0.0
Base Case,117711668.97221932,330954227.30194086,0,0.0,0.0,54695172.29303907,0.14026258889261933,1.0,-6111622.614005217,7361178.661652165,0.0,0.0
Base Case,191397735.60400677,110207400.40029848,0,0.0,0.0,69600583.01647395,0.14055186309787113,0.929437230620556,-4917495.353970317,9972727.722724115,0.0,0.0
Base Case,177176562.8843176,171794139.23054338,0,0.0,0.0,68008437.49892534,0.1383953268992841,1.0,-6068337.440031489,10319862.233383209,0.0,0.0
Base Case,151693332.23128635,340093768.51073635,0,0.0,0.0,61291361.29912502,0.14209050741369972,1.0,-7128671.46708477,9106531.093913544,0.0,0.0
Base Case,66699624.20078666,75436423.24113744,2,23960139.72280051,5879565.782633346,35892413.07440713,0.16089410152515768,1.0,1164110529.438645,-7261977.520727952,2.0,0.24538946144117604
Base Case,73548775.68374999,54683107.85705176,0,0.0,0.0,43089746.43719433,0.1407326521090432,0.8293718143543549,-1237061.468123519,3651987.6212505023,0.0,0.0
Base Case,154470377.83967924,114637433.64693445,0,0.0,0.0,62413405.9351562,0.14080750660526933,0.9265875094208316,-4096199.8379983753,8214965.440739749,0.0,0.0
Base Case,65909735.89320991,104590790.50359757,0,0.0,0.0,41277303.57900775,0.139073553926073,1.0,-2693364.098787412,4437119.780649958,0.0,0.0
Base Case,126008901.7249355,228805579.88104442,0,0.0,0.0,56004891.86896938,0.14172802550456554,1.0,-5399319.809848054,7701930.725385205,0.0,0.0
Base Case,65775819.08265128,51780462.738792196,0,0.0,0.0,41193436.86663726,0.13921505118646074,0.9205197037664402,-1653766.7597802505,3890056.4113673815,0.0,0.0
Base Case,128574997.99320138,125189675.35259748,0,0.0,0.0,57145382.31253848,0.14030663441873054,0.7323197954809659,-1722803.1926233564,5008731.383263763,0.0,0.0
Base Case,179995556.42755967,228798113.58223835,0,0.0,0.0,69090482.80532058,0.13730733910175882,1.0,-6821662.184647509,10533782.134835608,0.0,0.0
Base Case,135579743.771811,36470569.1182182,1,57078704.19947905,8233386.273867693,49286312.2689894,0.1670521874092025,0.9221518034815357,828577974.1352084,-1224114.3378432456,1.0,0.1442462016147668
Base Case,71244540.36151111,93550511.0040997,0,0.0,0.0,43179035.951349415,0.1382241536446147,0.8095228514758164,-1453935.4572377435,3459771.839323459,0.0,0.0
Base Case,147523040.82076237,201058491.76700884,2,36363763.60633276,8695876.38250249,53890695.84733674,0.1593665691281515,0.8981238222604799,1730294155.9970453,-9704902.83935384,2.0,0.2391357637411355
Base Case,167135584.81886992,187996883.6470058,0,0.0,0.0,64154298.416776255,0.14249177267530333,1.0,-6030816.566788576,9769375.058594462,0.0,0.0
Base Case,112926292.45230584,170271969.00308487,0,0.0,0.0,54752937.91865079,0.13723699315590168,1.0,-4484412.833175344,7025843.891813018,0.0,0.0
Base Case,171710543.94628772,199087594.1781341,0,0.0,0.0,65910355.31255729,0.14058076936582967,1.0,-6285572.993527168,10039242.50644762,0.0,0.0
Base Case,149199341.3674947,159983906.16671216,0,0.0,0.0,60283682.82867755,0.1432731348374346,0.8805590039113768,-3935482.790011136,7448210.977069299,0.0,0.0
Base Case,72982390.5349695,97074155.23991834,0,0.0,0.0,42757925.93094468,0.14127766172062264,0.7632338138160598,-1222186.6839254983,3210406.059562078,0.0,0.0
Base Case,191577531.2179469,211818846.74042663,1,31748000.552411545,9787085.286054583,59878878.50628047,0.16344803927862567,1.0,981595100.9881169,974386.9353895535,1.0,0.308274068154228
Base Case,162401339.19780332,188442099.23608306,0,0.0,0.0,65617851.920328066,0.13732635111826239,1.0,-5952979.262991684,9603329.624684254,0.0,0.0
Base Case,123644358.12856479,125581432.33520815,0,0.0,0.0,54953980.64306836,0.14307675522155733,0.9443718288738576,-3754851.4680651324,6928340.13242028,0.0,0.0
Base Case,162185827.47445306,325533233.79418445,0,0.0,0.0,65530776.0104272,0.13741755789547327,1.0,-7355101.214382452,9703611.472557198,0.0,0.0
Base Case,187607822.59274733,188709542.4933466,1,93231654.64818978,9685154.61279539,58537266.56929251,0.16545279922373468,1.0,971654754.0741544,837177.197069348,1.0,0.10388268501017578
Base Case,185309228.72187623,428137300.3179296,0,0.0,0.0,67386561.8005726,0.14284212834154575,1.0,-8952735.58936561,10881533.830948647,0.0,0.0
Base Case,160663244.24759614,262428977.7649064,0,0.0,0.0,64915587.5751193,0.13806715007514886,1.0,-6665731.138267631,9564469.922358725,0.0,0.0
Base Case,64001608.6970011,58230915.5566847,1,44728857.31356044,5656874.342504482,34425445.917656355,0.16432247111730647,1.0,569186549.8817731,-1551371.1708984561,1.0,0.12647035230183465
Base Case,92456292.1499815,72378549.75977375,0,0.0,0.0,48563585.66054633,0.14000339843314738,0.8019022926200119,-1453623.8250316046,4251094.323632451,0.0,0.0
Base Case,124716415.2868486,113818917.51919559,1,454319.86997244845,454319.86997244845,54976131.96363655,0.14363779053303552,0.9419665914591244,28894089.76302527,6622178.375496552,1.0,1.0
Base Case,105004335.40966645,120793550.6729397,0,0.0,0.0,50911986.34410313,0.14231958229964595,0.8987771317149607,-2971982.2026966866,5628092.972844673,0.0,0.0
Base Case,136310877.83468524,179290093.9131402,0,0.0,0.0,57829877.87856734,0.14275590079126999,0.9162074443098132,-4317374.938421084,7284569.390573778,0.0,0.0
Base Case,182196132.6464993,171542727.4650145,0,0.0,0.0,66254517.29582664,0.1440572664369701,0.8511920411926202,-4306690.228246326,8499773.44647061,0.0,0.0
Base Case,186287590.78511754,174238289.0822212,0,0.0,0.0,67742332.83061062,0.14246654801630235,0.8584890063780491,-4405332.5796508035,8780168.655869488,0.0,0.0
Base Case,165469147.45961604,208975124.50146565,0,0.0,0.0,63514651.43095573,0.14320747330256448,1.0,-6213410.283040519,9693090.658178963,0.0,0.0
Base Case,192309166.08326703,82912877.22117566,0,0.0,0.0,69932015.08298336,0.14021840943593677,0.954289982914077,-4982529.546645871,10347171.1762906,0.0,0.0
Base Case,72154977.93803383,60623134.58141825,0,0.0,0.0,43730814.12432323,0.13734937047012613,1.0,-2405684.8955026027,4759974.840598614,0.0,0.0
Base Case,126158565.2550892,97280881.84163989,0,0.0,0.0,56071409.18088864,0.14164393600026048,1.0,-4157821.9093254055,7611068.89155395,0.0,0.0
Base Case,147848948.8696032,102571181.99098614,1,14668207.904290618,8597856.795021275,54126980.01203469,0.15884604670553598,1.0,863650361.7765769,-63503.25633905345,1.0,0.5861559129187353
Base Case,97042926.2904407,94003194.65881944,0,0.0,0.0,49012315.345579326,0.14212085435145214,0.9359321113203259,-2843914.6651369436,5547479.9125029,0.0,0.0
Base Case,169610309.7026114,151467645.1892555,1,500903.65142390365,500903.65142390365,64603295.64451233,0.14254518000918195,0.83646664966889,40516821.17243378,7344272.915906971,1.0,1.0
Base Case,64440401.124523655,66947141.480735436,1,2451333.938912868,2451333.938912868,37905784.370543435,0.14974582279169527,0.9703416611255129,246168279.2473928,1604119.1192168093,1.0,1.0
Base Case,168326956.27747697,186325554.22371063,0,0.0,0.0,64611595.6312553,0.14198663130972744,0.9025388573853971,-4780112.521559607,8593762.43335047,0.0,0.0
Base Case,175008923.7201118,263514613.74916518,0,0.0,0.0,67176408.71006551,0.13924974262468134,1.0,-7011435.533476354,10277144.145694688,0.0,0.0
Base Case,191101040.85262436,135617217.82727087,0,0.0,0.0,69492693.10406616,0.14066092541777256,1.0,-6172591.789927233,10971155.905035311,0.0,0.0
Base Case,98150012.37638822,138395757.9675767,0,0.0,0.0,49571449.60639632,0.14131707733129875,0.9644512768962851,-3520464.048974799,5879105.227188469,0.0,0.0
Base Case,153344578.22909793,113008416.18641369,0,0.0,0.0,61958534.97067472,0.14132342663973843,1.0,-4969807.35873886,9024961.070044562,0.0,0.0
Base Case,103547409.7625084,168760796.722148,0,0.0,0.0,52297407.26780157,0.13758482883403275,0.8506832164063258,-2919682.511419244,5202355.927661294,0.0,0.0
Base Case,173933433.34416336,149569131.58854306,0,0.0,0.0,66763591.406472154,0.13967958336012318,1.0,-5820847.971860956,10123263.250587758,0.0,0.0
Base Case,94660854.53147179,88258964.1170747,0,0.0,0.0,49721536.36371849,0.13836356949074294,0.9564715764956666,-2904542.409974982,5628633.166089063,0.0,0.0
Base Case,184756857.27123773,187746500.71762612,0,0.0,0.0,67185697.7571466,0.14305549284209257,0.977762172848379,-6237381.85056664,10355121.81749764,0.0,0.0
Base Case,139669812.5741494,234545852.421314,1,14983973.968833346,8356652.862294873,50898233.3684825,0.164183554305237,0.8642318668084834,839619222.4909098,-1597572.8292099843,1.0,0.55770604511705
