t,U,U_cap,cap_scale,gamma,gamma_raw,p_anchor,p_risk,lam_bar,CLP,sum_CC,coverage,r_pool_eff,n_hacks,claims,paid,forfeited,shortfall,mean_h,mean_p,exp_hacks,insured_frac,fp_iters,fp_conv,eps_stage,seed
0,18.779595310278623,19.14537277845424,1.0,0.5376427691756601,0.9962049747418509,0.005982035946064723,0.002970082092170412,0.005951215979538447,384.03094858029203,2911.333058203748,4694.898827569656,0.1,1,9.34039754995591,9.34039754995591,4.619487348954454,0.0,1.024,0.0014799630775050848,0.7399815387525424,1.0,11,True,2.5938362568922457e-11,1010
1,14.02861328434468,20.34943101853157,1.0,0.44552438330445204,0.7997085509933916,0.00498752080731768,0.0023836070017518203,0.004774328928778311,536.2385369437327,3820.3706503477397,5387.421666852973,0.1,0,0.0,0.0,0.0,0.0,1.1446666666666665,0.0011868953429095225,0.5934476714547613,1.0,7,True,4.192202140984591e-13,1010
2,10.40507348261028,20.34943101853157,1.0,0.38554609468436496,0.655483639145283,0.00498752080731768,0.0023938431463692684,0.004794862513982558,675.257274268765,4102.160058205991,5579.601381106966,0.1,0,0.0,0.0,0.0,0.0,1.176,0.0011919160263863862,0.5959580131931931,1.0,8,True,1.474598221307133e-12,1010
3,8.573107222688694,20.34943101853157,1.0,0.3562810137780318,0.5809472725296132,0.00498752080731768,0.00237588825785976,0.004758845393882388,814.5826791484279,4455.301789060115,5789.053015206629,0.1,0,0.0,0.0,0.0,0.0,1.2066666666666666,0.0011832048570969726,0.5916024285484863,1.0,8,True,2.604139126560767e-12,1010
4,7.273960452684425,20.34943101853157,1.0,0.33995689947784,0.5307561620422114,0.00498752080731768,0.002401236109253169,0.00480969287402036,952.3188565649433,4646.637383093476,5925.24219356739,0.1,0,0.0,0.0,0.0,0.0,1.2373333333333332,0.0011958018814473574,0.5979009407236787,1.0,8,True,2.3936408410918375e-12,1010
5,6.355520722933033,20.34943101853157,1.0,0.33097570368310475,0.4975523902044118,0.00498752080731768,0.002451947006465616,0.004911423162097825,1120.6912564111692,4840.409549029435,6052.482227738387,0.1,1,45.64672553284789,45.64672553284789,73.11031626812243,0.0,1.262,0.0012211094637408775,0.6105547318704387,1.0,8,True,5.803357794320618e-12,1010
6,5.488549186553473,20.34943101853157,1.0,0.32588687519439163,0.46743418426702177,0.00498752080731768,0.0025178608227058533,0.005043661436622784,1289.7404012266586,4958.802581992036,6150.9690837531125,0.1,2,6.5452025467893815,6.5452025467893815,32.04513129025528,0.0,1.2846666666666666,0.0012539993310119314,0.6269996655059658,1.0,5,True,2.3639490365212623e-10,1010
7,4.846324666813863,20.34943101853157,1.0,0.3238439335130744,0.44546140047182115,0.00498752080731768,0.0025719559888282015,0.0051521969426992645,1432.586223020658,5087.962889554883,6250.500720251164,0.1,0,0.0,0.0,0.0,0.0,1.3106666666666664,0.0012808738105168941,0.6404369052584471,1.0,3,True,3.3459901516152968e-12,1010
0,18.366920451771378,19.72791878550426,1.0,0.5309222174266774,0.9805941243766838,0.005484902691080928,0.0027374951481468407,0.005484377264311074,382.14612901367985,2826.9113192715818,4591.730112942844,0.1,1,9.026884185763159,9.026884185763159,5.130806357054269,0.0,0.962,0.001365130521934506,0.682565260967253,1.0,12,True,2.2163382240592e-12,1011
1,13.680787380424597,21.01395432187773,1.0,0.4396803020822992,0.7847054045673101,0.004489890170429445,0.0021317887259823315,0.004269267366106702,529.5629964922875,3655.097790385629,5228.0599392884615,0.1,1,11.732871304429088,11.732871304429088,10.237366050473488,0.0,1.0886666666666667,0.0010626741318782295,0.5313370659391148,1.0,100,False,0.0007606949167851262,1011
2,10.411714942184073,21.7261134321297,1.0,0.38820998196655465,0.6616992351670442,0.003992010656008516,0.001984455270636099,0.003973840588596741,674.563269506587,4086.5425860668693,5513.658963406522,0.1,1,15.51315155705858,15.51315155705858,13.200106605299366,0.0,1.1433333333333335,0.0009893291983242266,0.4946645991621133,1.0,8,True,3.273472604092831e-10,1011
3,8.356123792449774,21.7261134321297,1.0,0.3604727446550089,0.58419013351577,0.003992010656008516,0.0020391804574970258,0.004083566840562225,814.800016217951,4258.064528423944,5636.7341858367,0.1,0,0.0,0.0,0.0,0.0,1.1633333333333333,0.001016691820000548,0.5083459100002741,1.0,8,True,3.878897203435372e-12,1011
4,7.074195845360717,21.7261134321297,1.0,0.34487744565927625,0.5347048237313421,0.003992010656008516,0.002060096045508642,0.004125505442146121,1020.3217441786367,4440.276804433247,5764.054889528874,0.1,2,28.840570541830267,28.840570541830267,91.6688932288899,0.0,1.1933333333333334,0.0010271043889360336,0.5135521944680168,1.0,8,True,0.0,1011
5,5.771006944681126,21.7261134321297,1.0,0.33317548581717393,0.48526618589177895,0.003992010656008516,0.0020916033236280224,0.004188683898853514,1163.8832679290513,4614.175599121816,5888.283871464071,0.1,1,1.8212681910312296,1.8212681910312296,4.0749181189352655,0.0,1.2186666666666666,0.0010428812645474571,0.5214406322737286,1.0,8,True,0.0,1011
6,5.144846025386328,21.7261134321297,1.0,0.3295069269996731,0.46159137382702975,0.003992010656008516,0.0021077304190223693,0.004221022947450781,1347.9178191322094,4731.510543926506,5988.00020501843,0.1,2,7.910001889463368,7.910001889463368,47.05356702112105,0.0,1.2526666666666666,0.001050786774757456,0.525393387378728,1.0,4,True,0.0,1011
7,4.536491479198865,21.01395432187773,1.0,0.31752722052975224,0.4203472771761705,0.004489890170429445,0.0021499415071841725,0.0043056703238718705,1489.0794194280672,4930.018113478923,6114.817701153585,0.1,0,0.0,0.0,0.0,0.0,1.2766666666666666,0.0010719052490620901,0.5359526245310451,1.0,8,True,0.0,1011
0,18.395780370118445,19.72791878550426,1.0,0.5304334874123715,0.980917745565114,0.005484902691080928,0.0027242932851891727,0.005457883123488113,382.95919800109345,2876.984491472002,4598.945092529611,0.1,0,0.0,0.0,0.0,0.0,0.9526666666666666,0.001356331872916512,0.678165936458256,1.0,14,True,8.526512829121202e-14,1012
1,13.683931384748384,21.01395432187773,1.0,0.43858863020335837,0.7842559913468581,0.004489890170429445,0.0021244164184829888,0.004254483432745215,563.1687039267691,3738.3706318185605,5240.387388605233,0.1,1,5.706528110936179,5.706528110936179,37.83595258532972,0.0,1.078,0.0010569098178109418,0.5284549089054709,1.0,7,False,1.0307678227280959e-07,1012
2,9.611793191353803,21.7261134321297,1.0,0.3822786854352037,0.6407861948147686,0.003992010656008516,0.0021138179897303936,0.004233230290402897,728.9881675375402,3986.9109016318607,5413.061113986865,0.1,1,4.705038308223991,4.705038308223991,34.50653593777918,0.0,1.1093333333333333,0.0010516387976038247,0.5258193988019123,1.0,7,True,5.467848396278896e-12,1012
3,7.638973884623889,21.01395432187773,1.0,0.345511437358888,0.5442174538327267,0.004489890170429445,0.00214699635427037,0.004299764160113965,855.7966499144908,4236.687916783272,5568.721574019094,0.1,0,0.0,0.0,0.0,0.0,1.132,0.0010682492314027748,0.5341246157013874,1.0,8,True,7.689848757763684e-12,1012
4,6.617676555167267,21.01395432187773,1.0,0.3358918329526024,0.5073353205506123,0.004489890170429445,0.0021981952947572442,0.00440244082105777,1004.1547526428874,4348.248718065197,5663.385426129815,0.1,2,68.41671500621051,68.41671500621051,88.03993851511986,0.0,1.1546666666666665,0.0010937995099189184,0.5468997549594592,1.0,7,True,6.886935466354771e-12,1012
5,5.734899547748655,21.01395432187773,1.0,0.32945163207329076,0.4750955166142968,0.004489890170429445,0.002238053649044347,0.004482379119347995,1130.4542711601566,4458.916125076853,5758.726636801357,0.1,0,0.0,0.0,0.0,0.0,1.1793333333333333,0.0011137365088930507,0.5568682544465253,1.0,4,True,7.580309713262068e-10,1012
6,5.180008196451083,21.01395432187773,1.0,0.3277154675869358,0.4572638316295301,0.004489890170429445,0.002295056167512033,0.004596707995009583,1259.2683139066735,4574.096337600235,5855.762390322747,0.1,0,0.0,0.0,0.0,0.0,1.2026666666666666,0.0011421220869085621,0.5710610434542811,1.0,3,True,1.1359801987964602e-11,1012
7,4.727356740981746,21.01395432187773,1.0,0.3267545041259211,0.4418831874939789,0.004489890170429445,0.0023308731069260017,0.004668549532023689,1393.8313011785726,4691.179081392483,5953.010552451429,0.1,1,1.9739402139006976,1.9739402139006976,3.189509776410029,0.0,1.232,0.0011598836678383,0.57994183391915,1.0,3,True,7.760903031339694e-12,1012
0,17.9356204889741,21.01395432187773,1.0,0.5266839415727255,0.9697891849145108,0.004489890170429445,0.0023252827751042986,0.0046573362446058935,380.73105929248726,2741.1927954323182,4483.905122243525,0.1,0,0.0,0.0,0.0,0.0,0.9226666666666667,0.00115837629373316,0.57918814686658,1.0,13,True,4.972314227025265e-12,1013
1,13.393434358628289,22.49122076213096,1.0,0.4416440970430143,0.7871553775251836,0.003493882139585125,0.0017997714864698257,0.0036035975155256977,538.3475401527264,3579.7381427256646,5099.296450924943,0.1,1,36.98690882402456,36.98690882402456,46.91465789974987,0.0,1.0326666666666666,0.000896291095922127,0.44814554796106354,1.0,7,True,5.261013846791229e-12,1013
2,9.934694701487329,22.49122076213096,1.0,0.3797540552799654,0.6402272273528478,0.003493882139585125,0.001712689279939861,0.0034290499909373513,677.4608221858299,3974.9283987762547,5348.318454714028,0.1,0,0.0,0.0,0.0,0.0,1.07,0.0008532891768006676,0.42664458840033376,1.0,8,True,2.8112001615454574e-10,1013
3,8.03883926220444,22.49122076213096,1.0,0.354836385938855,0.5673527750204108,0.003493882139585125,0.001742587735740553,0.0034889762927856546,809.860452145017,4082.6631037941816,5445.99865599275,0.1,0,0.0,0.0,0.0,0.0,1.0973333333333335,0.0008681915057735501,0.43409575288677504,1.0,4,True,2.0548895918182097e-10,1013
4,6.839387284661857,22.49122076213096,1.0,0.3430035927780265,0.5239988799542994,0.003493882139585125,0.001789608784355812,0.003583226420160764,940.6016639691215,4189.0218529128715,5538.949278751132,0.1,0,0.0,0.0,0.0,0.0,1.1206666666666665,0.0008916565564990801,0.4458282782495401,1.0,4,True,5.812026415696891e-10,1013
5,5.988112579769977,22.49122076213096,1.0,0.3362382338289984,0.4928619789880765,0.003493882139585125,0.001819432855947856,0.0036430093872924815,1076.4257658103581,4296.178903870681,5632.42865656607,0.1,1,1.9104445204874196,1.9104445204874196,5.148236645525335,0.0,1.1486666666666665,0.0009065047488070862,0.4532523744035431,1.0,4,True,4.900266858953728e-10,1013
6,5.322381569266712,22.49122076213096,1.0,0.3328408403916526,0.46926491960965133,0.003493882139585125,0.0018506220104513417,0.0037055310799298464,1209.517371482234,4403.889454633989,5729.148656632856,0.1,0,0.0,0.0,0.0,0.0,1.1759999999999997,0.0009220444921719651,0.4610222460859825,1.0,3,True,1.8269830093231576e-12,1013
7,4.839371455259543,22.49122076213096,1.0,0.3299303604819487,0.451376070577045,0.003493882139585125,0.001865402201834532,0.0037351602634888036,1347.5453269868276,4591.952277424396,5853.303842191675,0.1,0,0.0,0.0,0.0,0.0,1.2053333333333334,0.0009295037520171411,0.46475187600857054,1.0,10,True,7.812044344746027e-10,1013
0,18.066648275583596,20.34943101853157,1.0,0.5297636862603138,0.9765970032621858,0.00498752080731768,0.0026059406089070205,0.005220386797825107,380.4068238246234,2764.5771957303978,4516.662068895899,0.1,1,8.33758397886197,8.33758397886197,6.095209487380808,0.0,0.9373333333333332,0.0012986020269056683,0.6493010134528341,1.0,14,True,5.3980292458177814e-12,1014
1,13.585339910481606,21.7261134321297,1.0,0.4434387512707051,0.7923893553254033,0.003992010656008516,0.0020278912159775848,0.004060930830898203,528.9284270021983,3645.5671743212583,5167.956005924201,0.1,0,0.0,0.0,0.0,0.0,1.0566666666666664,0.0010101359640148036,0.5050679820074018,1.0,10,True,1.3700152123874432e-13,1014
2,10.201374916248561,21.7261134321297,1.0,0.38438090680165893,0.6515738931427792,0.003992010656008516,0.001964696694209434,0.003934225677716231,668.8092942263482,3984.5779559385865,5395.797187711034,0.1,0,0.0,0.0,0.0,0.0,1.0953333333333333,0.0009787938319012967,0.4893969159506484,1.0,8,True,9.222063113156764e-10,1014
3,8.297938230392866,21.7261134321297,1.0,0.35652668012739497,0.5760672479790236,0.003992010656008516,0.0019719713544345653,0.003948810876422449,805.3329721056937,4213.5052931091195,5549.738211402886,0.1,0,0.0,0.0,0.0,0.0,1.1246666666666665,0.0009825202675230816,0.49126013376154076,1.0,8,True,4.5962122996456856e-12,1014
4,7.084283784050498,21.7261134321297,1.0,0.33959408468131336,0.526130280840991,0.003992010656008516,0.001955943453919063,0.003916676202759084,964.2465684979154,4456.2904560252555,5705.207315049558,0.1,1,3.4916423742718816,3.4916423742718816,23.54117547150559,0.0,1.1593333333333333,0.0009746292987565934,0.4873146493782967,1.0,8,True,5.755396159656812e-13,1014
5,6.015639638052447,21.7261134321297,1.0,0.330971399425853,0.48766261102596237,0.003992010656008516,0.002005370546867802,0.004015775690234537,1100.9320512816903,4568.491148436553,5800.559878312113,0.1,0,0.0,0.0,0.0,0.0,1.1833333333333333,0.0009992615510591102,0.4996307755295551,1.0,4,True,3.80310893888236e-10,1014
6,5.356742398656878,21.7261134321297,1.0,0.32806210221862087,0.46581008707278815,0.003992010656008516,0.002057798042787196,0.004120897580089381,1239.7502162046871,4683.883423932865,5897.409397140918,0.1,0,0.0,0.0,0.0,0.0,1.2073333333333331,0.0010253984607744946,0.5126992303872473,1.0,3,True,1.2150280781497713e-12,1014
7,4.834505057330577,21.7261134321297,1.0,0.32746874989082075,0.44973415888021995,0.003992010656008516,0.0021142832453123987,0.004234163266467477,1381.975294389898,4801.819140116152,5993.578690068236,0.1,0,0.0,0.0,0.0,0.0,1.2313333333333334,0.001053565812576001,0.5267829062880005,1.0,3,True,1.6484591469634324e-12,1014
0,18.499252069516196,19.14537277845424,1.0,0.5298252101334872,0.9792460699959815,0.005982035946064723,0.0028710963625827595,0.005752519353819965,382.75464090445064,2859.2844996247845,4624.813017379049,0.1,0,0.0,0.0,0.0,0.0,0.9813333333333333,0.0014302798630588733,0.7151399315294367,1.0,100,False,0.0004961247390145793,1015
1,13.672150960073129,21.01395432187773,1.0,0.4466137557904808,0.798409782774927,0.004489890170429445,0.0023142257160076013,0.004635157831506776,528.9439994635094,3653.9866491916164,5233.07923111423,0.1,0,0.0,0.0,0.0,0.0,1.0973333333333333,0.0011521417387313757,0.5760708693656879,1.0,10,True,6.051408263374469e-10,1015
2,10.429995603837778,21.01395432187773,1.0,0.387489481413195,0.6606525485647289,0.004489890170429445,0.002208873925127475,0.004423857057410058,676.1168707205112,4097.6683444949485,5516.883589080775,0.1,1,32.806953511020495,32.806953511020495,36.91002053066735,0.0,1.1439999999999997,0.0010997300178953165,0.5498650089476582,1.0,7,True,4.522826557717963e-12,1015
3,8.424731799595484,21.01395432187773,1.0,0.3566280654378665,0.5796882426930593,0.004489890170429445,0.0021991105649898594,0.00440427640512263,815.1146075857066,4385.8548346030175,5696.10330100208,0.1,0,0.0,0.0,0.0,0.0,1.1739999999999997,0.0010950604515560806,0.5475302257780403,1.0,8,True,9.592326932761353e-13,1015
4,7.142271711754921,21.01395432187773,1.0,0.34175956215025427,0.5320535655049712,0.004489890170429445,0.002246688183979529,0.004499696718379532,955.3564935855819,4566.403237576878,5821.770003597605,0.1,1,22.908112376148143,22.908112376148143,23.567068015536115,0.0,1.1966666666666665,0.0011188811172612044,0.5594405586306022,1.0,8,True,2.2026824808563106e-12,1015
5,6.22528881253531,21.01395432187773,1.0,0.333262119369093,0.4991622469336675,0.004489890170429445,0.0022961994337563412,0.004599001106072519,1095.4184215150328,4752.967620419072,5947.370091501285,0.1,0,0.0,0.0,0.0,0.0,1.2186666666666666,0.0011437048697514704,0.5718524348757352,1.0,8,True,2.6929569685307797e-12,1015
6,5.517860618824061,21.01395432187773,1.0,0.3292896131895022,0.47512626458008245,0.004489890170429445,0.002352280142633479,0.004711489255826502,1246.9504275491313,4875.694886078731,6044.366169212215,0.1,2,4.476590768002381,4.476590768002381,11.153450644896965,0.0,1.244,0.001171622726873542,0.585811363436771,1.0,3,True,1.3287149158713873e-12,1015
7,4.928914122461566,21.01395432187773,1.0,0.326132632054013,0.45264343580585464,0.004489890170429445,0.0023664925436699407,0.004739998116320368,1400.262319027332,4999.613077828642,6146.111572356401,0.1,1,2.577576619281392,2.577576619281392,10.558169684366298,0.0,1.2786666666666666,0.001178557928719349,0.5892789643596745,1.0,3,True,9.58650048232812e-10,1015
0,18.807479412815283,19.72791878550426,1.0,0.5349226575843297,0.9917976427767986,0.005484902691080928,0.0026359931502698006,0.005280689389998871,409.71859419147154,2953.170476946495,4701.869853203821,0.1,2,57.50345507734368,57.50345507734368,74.58660279738957,0.0,0.9993333333333333,0.0013118350543527527,0.6559175271763763,1.0,10,True,7.02371494298859e-11,1016
1,12.909786240435357,21.01395432187773,1.0,0.42950024410673693,0.7606823628953658,0.004489890170429445,0.0022197461948709977,0.004445661936305517,550.9182621510018,3757.5556786430425,5289.379469743577,0.1,1,16.214614812799006,16.214614812799006,12.714646265942617,0.0,1.094,0.0011040060163576729,0.5520030081788364,1.0,7,True,1.4281908988778014e-12,1016
2,10.1050408452052,21.7261134321297,1.0,0.38771598975402344,0.6597032016377087,0.003992010656008516,0.0021042474205210777,0.0042140385682359,696.3607283852401,4209.507556639266,5567.05154140534,0.1,0,0.0,0.0,0.0,0.0,1.1373333333333333,0.0010467214478791151,0.5233607239395576,1.0,8,True,4.681810494844285e-13,1016
3,8.140335015797472,21.01395432187773,1.0,0.3511808633670398,0.5640059070934074,0.004489890170429445,0.0021435787548323986,0.004292910586774605,833.0647247344099,4336.754106926917,5668.609620900603,0.1,2,28.363589892776744,28.363589892776744,29.172300163232613,0.0,1.164,0.001066324301886679,0.5331621509433395,1.0,8,True,1.5702994460298214e-12,1016
4,6.918281713685119,21.01395432187773,1.0,0.3383592957404075,0.5190887357970816,0.004489890170429445,0.002194691349354272,0.004395413641202664,987.0992073843308,4451.877782640972,5763.3764514461955,0.1,1,43.735326343974194,43.735326343974194,65.59597978099873,0.0,1.1866666666666665,0.0010918447689065682,0.5459223844532841,1.0,5,True,1.4193801689543761e-10,1016
5,5.936242758595089,21.01395432187773,1.0,0.33008755194762773,0.48255207468620775,0.004489890170429445,0.002230286886790401,0.004466802102920919,1136.7344315467205,4570.171219653574,5859.660521850186,0.1,1,2.953772731167549,2.953772731167549,20.74562431519857,0.0,1.2133333333333332,0.0011096444103012733,0.5548222051506366,1.0,6,True,4.2726711058094224e-11,1016
6,5.241751371394069,21.01395432187773,1.0,0.32657715838917123,0.4580874070208615,0.004489890170429445,0.0022735035032028007,0.004553479262870878,1268.8801021565066,4690.673368986836,5958.47926547088,0.1,0,0.0,0.0,0.0,0.0,1.2393333333333334,0.0011311885114050932,0.5655942557025466,1.0,4,True,7.097895604601945e-10,1016
7,4.776316946378471,21.01395432187773,1.0,0.32464955053184386,0.4405903392563184,0.004489890170429445,0.0022881648108955656,0.004582885697159358,1412.11040304745,4810.788480840683,6060.573534852569,0.1,1,2.5103961659916196,2.5103961659916196,9.354789226421254,0.0,1.2733333333333334,0.0011384260158431273,0.5692130079215636,1.0,4,True,4.678497589338804e-10,1016
0,18.35622799574437,19.72791878550426,1.0,0.53494314373582,0.9883395284386229,0.005484902691080928,0.002868388013079815,0.0057470831601040395,375.64600707680603,2815.7257623050214,4589.056998936092,0.1,2,28.03163016737095,28.03163016737095,18.225996741019998,0.0,0.9746666666666667,0.0014288932202675224,0.7144466101337612,1.0,14,True,4.440892098500626e-13,1017
1,14.038230195935437,21.01395432187773,1.0,0.45166384784679975,0.8117317960139996,0.004489890170429445,0.002296879958883203,0.0046003660737584514,527.8632896775221,3725.476514682422,5273.405119528195,0.1,0,0.0,0.0,0.0,0.0,1.092,0.001143523654266632,0.571761827133316,1.0,9,True,3.197442310920451e-13,1017
2,10.582917432420263,21.01395432187773,1.0,0.3858201364510083,0.6601700965747757,0.004489890170429445,0.0021238356396785845,0.004253318783499524,677.7630516875159,4207.603245585533,5586.3336102629555,0.1,3,32.906044902648894,32.906044902648894,31.619009188443478,0.0,1.1446666666666665,0.0010575824345749878,0.5287912172874939,1.0,7,True,6.090843385209155e-10,1017
3,8.469290016754202,21.7261134321297,1.0,0.36321470746923445,0.5937867108922938,0.003992010656008516,0.0020985264078832284,0.004202566415325043,829.0814766420107,4431.926595860501,5740.171847381941,0.1,1,33.02715639088972,33.02715639088972,37.407169385057884,0.0,1.18,0.0010450346018538944,0.5225173009269473,1.0,8,True,6.903366767119223e-13,1017
4,7.07446443760938,21.7261134321297,1.0,0.3461310365735203,0.5398772037849333,0.003992010656008516,0.002120703554137349,0.0042470379541166775,986.7283265433075,4611.625859411746,5865.307422384576,0.1,1,38.47250698389739,38.47250698389739,50.75904642064586,0.0,1.2073333333333336,0.001056223332814314,0.528111666407157,1.0,8,True,1.4743761767022079e-12,1017
5,6.081367746008914,21.01395432187773,1.0,0.3254396346281262,0.4806319087163141,0.004489890170429445,0.002130548599937299,0.004266780490561501,1131.1752739975898,4809.1226247660425,6000.657819113822,0.1,2,25.558314823930715,25.558314823930715,27.53649267569484,0.0,1.2393333333333334,0.0010611833658945215,0.5305916829472608,1.0,9,True,4.533653452654107e-10,1017
6,5.420526326806484,21.01395432187773,1.0,0.3199025869664429,0.45553447986802004,0.004489890170429445,0.0021477023048806724,0.004301179860481076,1278.8845190967636,5007.485459539346,6131.565352936474,0.1,1,1.5663242566642992,1.5663242566642992,4.9404920274556225,0.0,1.2686666666666666,0.0010698138573108067,0.5349069286554033,1.0,8,True,3.3715252811816754e-12,1017
7,4.868548672349401,21.01395432187773,1.0,0.31848935517108046,0.43748738763168193,0.004489890170429445,0.002199712115150299,0.00440548282143396,1424.518454475032,5131.843033964798,6226.31152753675,0.1,0,0.0,0.0,0.0,0.0,1.293333333333333,0.0010957504095591437,0.5478752047795719,1.0,3,True,4.416023102749023e-12,1017
0,18.700392595958395,19.14537277845424,1.0,0.5330890769247271,0.988552217423736,0.005982035946064723,0.0028927281320126237,0.005795939260745702,385.5125116837451,2970.5730650248593,4675.0981489895985,0.1,0,0.0,0.0,0.0,0.0,0.978,0.0014395152023070504,0.7197576011535252,1.0,14,True,9.724365410135327e-10,1018
1,14.03241514636912,21.01395432187773,1.0,0.4474191566710112,0.8059745009653501,0.004489890170429445,0.0022247711929036856,0.004455739920693066,553.8524348701723,3952.727108845369,5409.671608065787,0.1,1,36.84360737378058,36.84360737378058,47.824495752067314,0.0,1.1126666666666665,0.0011059997115605573,0.5529998557802787,1.0,7,True,5.133671265866724e-13,1018
2,10.052662961031405,21.01395432187773,1.0,0.38222863063209295,0.6476045830915717,0.004489890170429445,0.002235432436167629,0.00447712199851429,691.5571594552011,4185.897167205907,5567.69185789644,0.1,0,0.0,0.0,0.0,0.0,1.1393333333333335,0.0011114435681949912,0.5557217840974956,1.0,7,True,3.2516211945221585e-12,1018
3,8.234534207795601,21.01395432187773,1.0,0.35664125262707547,0.5765645955627555,0.004489890170429445,0.0022573854805712948,0.004521151694012442,824.068266919656,4366.720582036088,5694.651086179811,0.1,0,0.0,0.0,0.0,0.0,1.168,0.0011224011260510512,0.5612005630255256,1.0,8,True,5.186961971048731e-13,1018
4,7.03524767445147,21.01395432187773,1.0,0.3433021553205299,0.5314600721142083,0.004489890170429445,0.0022948812829788785,0.00459635721991362,956.266249076367,4487.558350636179,5797.524358435763,0.1,1,2.0638938394157886,2.0638938394157886,2.8783500455203095,0.0,1.196,0.0011410289691270376,0.5705144845635188,1.0,4,True,2.000319909711834e-10,1018
5,6.165852670357452,21.01395432187773,1.0,0.33641300608552205,0.5009944981169087,0.004489890170429445,0.0023516006139599702,0.0047101261921645345,1091.3877138464372,4608.8726856541725,5896.196805440222,0.1,1,1.0196834278699058,1.0196834278699058,4.5155328169187054,0.0,1.2186666666666668,0.0011692848923101015,0.5846424461550508,1.0,5,True,1.2940404303662945e-10,1018
6,5.493913689805972,20.34943101853157,1.0,0.32319747003528354,0.459208052109802,0.00498752080731768,0.0023962846431417107,0.004799760166574892,1227.5746535606645,4739.083243474008,5995.9899019869845,0.1,1,2.4225474552171686,2.4225474552171686,10.450500901123387,0.0,1.2453333333333334,0.0011914915858998172,0.5957457929499086,1.0,4,True,5.164313421346378e-12,1018
7,4.9656388156755344,20.34943101853157,1.0,0.32085626651752286,0.4402701670020224,0.00498752080731768,0.002427699365219105,0.004862779565426445,1356.3832728835973,4866.3502627075595,6095.692348860282,0.1,0,0.0,0.0,0.0,0.0,1.2753333333333334,0.0012070494229427986,0.6035247114713993,1.0,4,True,4.1234216041630134e-10,1018
0,18.437816742604483,21.01395432187773,1.0,0.5309430786534363,0.9806923408911719,0.004489890170429445,0.002205335572226708,0.00441676077836072,390.24046199102634,2829.052211562962,4609.4541856511205,0.1,0,0.0,0.0,0.0,0.0,0.978,0.0011004306664356026,0.5502153332178013,1.0,15,True,5.206028802495766e-10,1019
1,13.211715737851863,22.49122076213096,1.0,0.43910349241333957,0.7791547010791604,0.003493882139585125,0.0017922911299182223,0.0035886031458286943,537.575902586548,3549.5017350262287,5155.746053233424,0.1,0,0.0,0.0,0.0,0.0,1.074,0.0008942693949515983,0.44713469747579915,1.0,9,True,3.0408014994876e-10,1019
2,10.06287362061021,22.49122076213096,1.0,0.3826851856443843,0.6453672105018791,0.003493882139585125,0.0017128185120617203,0.003429309009625336,680.1034078398109,3942.1052913214576,5409.558369213897,0.1,0,0.0,0.0,0.0,0.0,1.1153333333333335,0.0008548242542574925,0.4274121271287462,1.0,8,True,2.46480613697031e-12,1019
3,8.173902793340796,22.49122076213096,1.0,0.35550983031589617,0.5706969418532549,0.003493882139585125,0.0017217783512300416,0.0034472672305368504,858.034953401812,4166.605761993021,5559.099145102425,0.1,2,8.520696274687849,8.520696274687849,43.644396087472884,0.0,1.1426666666666667,0.0008594906074303651,0.42974530371518255,1.0,8,True,4.1352476998213206e-12,1019
4,6.623867071714617,22.49122076213096,1.0,0.33848728908930215,0.5118233701954775,0.003493882139585125,0.0017534293597184062,0.003510707013878199,1007.1677797758718,4337.415711963443,5683.509474218448,0.1,1,2.9069451573548983,2.9069451573548983,12.33011965262267,0.0,1.168,0.0008753517610907059,0.43767588054535295,1.0,8,True,0.0,1019
5,5.735908622007366,22.49122076213096,1.0,0.33226933161389804,0.47975477048023213,0.003493882139585125,0.0017885373088051605,0.0035810786668529753,1146.0280360107115,4443.349388145138,5777.022351824439,0.1,0,0.0,0.0,0.0,0.0,1.196,0.0008928265078350908,0.4464132539175454,1.0,3,True,0.0,1019
6,5.1742387973444055,22.49122076213096,1.0,0.3275374640357366,0.4591839481118798,0.003493882139585125,0.0018079212483322674,0.0036199338676054585,1291.4431973911664,4704.307881687509,5929.822726771035,0.1,0,0.0,0.0,0.0,0.0,1.2226666666666666,0.000902696237876647,0.4513481189383235,1.0,8,True,0.0,1019
7,4.663852665470616,22.49122076213096,1.0,0.32808248911357807,0.4448309665577618,0.003493882139585125,0.0018703208570739153,0.003745020591608239,1440.9969098527472,4819.467143966798,6023.100798456687,0.1,0,0.0,0.0,0.0,0.0,1.2446666666666666,0.0009338361576009815,0.46691807880049074,1.0,3,True,0.0,1019
