t,U,U_cap,cap_scale,gamma,gamma_raw,p_anchor,p_risk,lam_bar,CLP,sum_CC,coverage,r_pool_eff,n_hacks,claims,paid,forfeited,shortfall,mean_h,mean_p,exp_hacks,insured_frac,fp_iters,fp_conv,eps_stage,seed
5,5.686446019941552,22.49122076213096,1.0,0.33662666949900744,0.48507622406456785,0.003493882139585125,0.0018635126065458367,0.003731372246395319,1144.4827799044947,4345.13590365032,5727.298272371528,0.1,1,2.0083442180303583,2.0083442180303583,4.51716764134455,0.0,1.1853333333333333,0.0009289862860225714,0.4644931430112857,1.0,3,True,2.1388224524798716e-11,1008
6,5.085683782285811,21.7261134321297,1.0,0.323709840413819,0.44318160158056263,0.003992010656008516,0.001921450926169244,0.003847523598942417,1274.646233312437,4459.187133774853,5820.477512865669,0.1,0,0.0,0.0,0.0,0.0,1.2073333333333331,0.0009578782273906081,0.47893911369530406,1.0,5,True,6.377343098051824e-10,1008
7,4.6411019433892635,21.7261134321297,1.0,0.3240777876945286,0.43014361110066757,0.003992010656008516,0.001976008901054505,0.003956905939988245,1408.4921924096955,4572.033959093495,5915.763110560157,0.1,0,0.0,0.0,0.0,0.0,1.2313333333333334,0.0009850785127451078,0.49253925637255386,1.0,4,True,1.2371437208003044e-11,1008
0,18.25664670776698,21.7261134321297,1.0,0.5259416255653327,0.9707467345099989,0.003992010656008516,0.0019297753011378372,0.0038642125112366035,388.81850986325907,2831.226683280136,4564.161676941745,0.1,2,12.296472955792984,12.296472955792984,10.026193982285147,0.0,0.9346666666666668,0.0009622125124639958,0.4811062562319979,1.0,19,True,0.0,1009
1,12.801747375658543,23.315409153624614,1.0,0.4365481874540843,0.7698229827397047,0.0029955044966269995,0.0015988892527049718,0.0032009779692340947,527.3152302797005,3376.1252157093663,4977.556338249442,0.1,0,0.0,0.0,0.0,0.0,1.012,0.0007972525978576925,0.39862629892884627,1.0,100,False,0.0026470537127123994,1009
2,9.802815513066205,23.315409153624614,1.0,0.3853509938633223,0.6446944683522708,0.0029955044966269995,0.0015532611090989692,0.0031095415735373005,659.6388871181609,3657.4765416543596,5169.173919661926,0.1,0,0.0,0.0,0.0,0.0,1.0466666666666666,0.000774718188598163,0.3873590942990815,1.0,8,True,0.0,1009
3,7.973288638544323,23.315409153624614,1.0,0.3638714831270464,0.5782482073664709,0.0029955044966269995,0.0016127631494479602,0.0032287815629783462,787.2942938359654,3752.816051278869,5259.491244201254,0.1,0,0.0,0.0,0.0,0.0,1.0666666666666664,0.0008044132816529884,0.4022066408264942,1.0,3,True,0.0,1009
4,6.831285188593924,22.49122076213096,1.0,0.338499795080329,0.5096847087436444,0.003493882139585125,0.0016485117356908054,0.003300424740514929,959.3357520331263,3918.170558831396,5378.231848546143,0.1,1,7.474575624306752,7.474575624306752,55.17950474257427,0.0,1.0906666666666667,0.0008223158734515865,0.4111579367257932,1.0,9,True,0.0,1009
5,5.7014620698747205,22.49122076213096,1.0,0.33026640497335147,0.4676817345973652,0.003493882139585125,0.0016803771747881948,0.0033642884675126506,1103.9032605012617,4015.154280212474,5469.61640249161,0.1,1,4.478194850203975,4.478194850203975,25.095471070903955,0.0,1.118,0.0008381728061055492,0.41908640305277456,1.0,4,True,0.0,1009
6,5.036578021621905,22.49122076213096,1.0,0.32938295863441847,0.4472154041242072,0.003493882139585125,0.0017421125447922739,0.00348802383687933,1229.323126026233,4114.251231738432,5559.894899837414,0.1,0,0.0,0.0,0.0,0.0,1.138,0.0008689796366098961,0.43448981830494804,1.0,3,True,0.0,1009
7,4.5968202120894,22.49122076213096,1.0,0.32960322826567023,0.4335406751630012,0.003493882139585125,0.0017819006157782985,0.0035677756002595444,1450.9368092697919,4218.215790029855,5650.977392906313,0.1,2,13.808815948991297,13.808815948991297,103.20199233171314,0.0,1.1646666666666665,0.0008887875963024789,0.44439379815123947,1.0,3,True,0.0,1009
