t,V,h,e,b_expected,eps,L,b_realized,cov,claim,CC,pi_star,seed
1,169.52304293233226,3.0,10.479204959119095,0.12650798949201067,0.5169104966911835,11.085672505954184,0.06539330768371826,17.766981972487596,11.085672505954184,12.882997588437885,11.74843835612796,1006
2,579.200083575473,4.0,13.140186520083239,0.10611161231004551,0.8003607696906873,49.19005662742165,0.08492757170158784,41.91640028157081,41.91640028157081,60.25324460099002,38.83396555263465,1006
6,31.634308423529465,2.333333333333333,6.967887404856399,0.12580430744830426,0.7794687949733539,3.102077111223262,0.09806053192918705,18.493415502385783,3.102077111223262,15.817154211764732,0.8333495576527978,1006
0,81.24315622007802,2.0,9.686549976918007,0.17406845356881617,0.5329514420042253,7.536930310935359,0.09277003333694611,13.082231153475814,7.536930310935359,8.451593676690031,7.169382604666539,1007
1,125.05023648994508,2.6666666666666665,10.008358213482442,0.1377859123149169,0.6378303987189233,10.989920409571337,0.08788404338967407,14.797133401531852,10.989920409571337,9.503262018347641,9.043815529146556,1007
1,6.500423650495547,0.3333333333333333,6.641995264577641,0.38341301442640546,0.6558300131101202,1.6345559833170875,0.2514537622778602,6.500423650495547,1.6345559833170875,3.2502118252477734,0.34774996377416567,1008
3,123.11592131811683,4.0,8.684168190667334,0.08657336223949282,0.8456703112940536,9.013627122041388,0.07321252219484475,42.36779594005503,9.013627122041388,61.557960659058416,4.6386726921329,1008
5,9.034335282690403,0.6666666666666666,6.600595090432119,0.28890248497990245,0.7694681866172607,2.0083442180303583,0.22230127122670593,8.288915479413486,2.0083442180303583,4.5171676413452015,0.3385229655418798,1008
0,6.68244973699355,0.3333333333333333,6.700940748355735,0.38563005406573575,0.8849731924642161,2.2805347244591054,0.3412722600567024,6.68244973699355,2.2805347244591054,3.341224868496775,0.39459541894886163,1009
0,62.47665386168077,1.6666666666666665,9.475102044388313,0.19932056665410916,0.8043068416473148,10.015938231333879,0.16031489544091962,11.089808555405597,10.015938231333879,6.499344896052167,6.15192289734124,1009
4,110.35900948516446,4.0,8.409771408335388,0.08499415489152791,0.7968740536864721,7.474575624306752,0.06772963674806774,40.112770513811405,7.474575624306752,55.17950474258223,3.8455542609451423,1009
5,50.19094214181516,3.0,7.363553664343211,0.10371816623578112,0.86024629037751,4.478194850203975,0.08922316774908862,24.79721314815261,4.478194850203975,25.09547107090758,1.4538124503712528,1009
7,61.816430958991845,3.333333333333333,7.555020146798068,0.09534452406933024,0.6335203607864147,3.7338791666041318,0.06040269728741109,28.353530373159685,3.7338791666041318,30.908215479495922,1.8171637678518198,1009
7,144.58755370446426,4.0,9.097371693574575,0.08885544686598497,0.784200950748854,10.074936782387166,0.06968052591151969,45.913903482617215,10.074936782387166,72.29377685223213,6.015051789068709,1009
0,53.240482935743046,1.6666666666666665,9.053469144738449,0.19443528315758984,0.9022944750959079,9.34039754995591,0.17543788175680175,10.237317232061358,9.34039754995591,5.538521025755606,4.8129852613252275,1010
5,609.7832739584675,4.0,13.305794672514782,0.10665540952278706,0.7018611983418589,45.64672553284789,0.07485729353730503,50.319839025857824,45.64672553284789,86.83423181029644,41.32865195079647,1010
6,6.671537608118618,0.3333333333333333,6.697442718559361,0.3854989244789679,0.821911045809673,2.113848831972279,0.3168458241770126,6.671537608118618,2.113848831972279,3.335768804059309,0.3917742127221693,1010
6,57.418724972401186,3.333333333333333,7.385164823207807,0.09401427209715361,0.8208977870438673,4.431353714817102,0.0771761079150934,27.326370382216467,4.431353714817102,28.709362486200593,1.526022635591529,1010
0,57.58981060459081,1.6666666666666665,9.258986516712797,0.19684740903545356,0.7962739671257723,9.026884185763159,0.15674446731109018,10.647263283426064,9.026884185763159,5.990974523799326,5.438036869795021,1011
1,110.71474871113027,4.0,8.417765919419573,0.08504090410084743,0.680109220910813,6.403420328542395,0.05783710303357851,40.177369702461604,6.403420328542395,55.357374355565135,3.8673927129617223,1011
2,158.8103688960963,4.0,9.34397349300846,0.09016445504727989,0.7790677054704753,11.155509714226238,0.07024421510868016,48.119176826968726,11.155509714226238,79.40518444804815,6.9514247875346555,1011
4,155.13720987233802,4.0,9.28209512878699,0.0898396246722951,0.8381336547243801,11.681461585539253,0.07529761296565728,47.559441964122,11.681461585539253,77.56860493616901,6.70788300108828,1011
5,29.705540630579627,2.333333333333333,6.830537156239524,0.12420525613150807,0.5965046960599127,2.20085435104757,0.07408901855776884,17.92077080212662,2.20085435104757,14.852770315289813,0.6695909850538793,1011
5,72.29237895000583,3.6666666666666665,7.649907391838147,0.08757572586138396,0.7907008880442404,5.005972835578223,0.06924620420971525,31.563893096460195,5.005972835578223,36.14618947500291,2.0368187077687905,1011
6,19.62192455793728,1.6666666666666665,6.688361899817475,0.16193909903515638,0.6458668457455892,2.0522785774198646,0.10459109509671903,13.625268207407297,2.0522785774198646,9.81096227896864,0.4774630759868983,1011
6,74.4852094843184,3.6666666666666665,7.719967602329254,0.08806313354677774,0.8930271768147547,5.857723312043504,0.07864277153273964,32.03902765699613,5.857723312043504,37.2426047421592,2.1726434315720935,1011
1,75.67190517067037,3.6666666666666665,7.757194243081981,0.08832045631814388,0.853839001498893,5.706528110936179,0.07541145023461057,32.29324144667582,5.706528110936179,37.835952585335185,2.2466089248688412,1012
2,69.01307187556831,3.6666666666666665,7.541887396289623,0.08681615690536675,0.7852921350072207,4.705038308223991,0.06817604520933732,30.839688662260777,4.705038308223991,34.50653593778416,1.835840287655068,1012
4,334.6061533467653,4.0,11.442300987470386,0.09986613316304385,0.8294805248736625,27.717774125158844,0.0828370125531847,31.859329586172596,27.717774125158844,34.80853503704981,19.56173470995892,1012
4,11000.0,4.0,24.14679010694934,0.1263712378663039,0.7825162762684255,1087.7630553082872,0.09888755048257157,44.466162423995904,44.466162423995904,67.80657066931361,1037.2548005510203,1012
5,309.8242599449923,3.6666666666666665,11.534405746160468,0.10926695006877236,0.5765581688492739,19.518541916437226,0.06299875264739643,29.80526072100285,19.518541916437226,32.23051488968545,19.92204321844457,1012
1,709.2207805452433,4.0,13.798144468177968,0.10820972866059884,0.7322136152621632,56.19343239475843,0.0792326366291148,39.64410146394033,39.64410146394033,53.89762623056226,49.53640414908945,1013
5,10.296473291052159,1.0,6.279558356816413,0.22254574418087883,0.8337323238354526,1.9104445204874196,0.18554358045561425,9.189339017483332,1.9104445204874196,5.1482366455260795,0.1028408440314752,1013
0,84.8380181039305,2.0,9.804187802400548,0.17517877080004648,0.6559368576939633,9.7484153323649,0.11490621245327348,13.368530839424347,9.7484153323649,8.825561323685916,7.635234388885008,1014
4,47.08235094301798,3.0,7.21872408240804,0.10243734407205467,0.7239578896960117,3.4916423742718816,0.07416032344046895,24.01702837552242,3.4916423742718816,23.54117547150899,1.2315752665978659,1014
2,392.91357949425685,4.0,11.926297411986507,0.10177792557233528,0.9820477736679434,39.27202079281556,0.0999507852168535,34.523768076503956,34.523768076503956,40.874161941023104,24.02318675477401,1015
4,233.45275080791566,3.333333333333333,11.040069697856683,0.1174234600097925,0.8356712016299644,22.908112376148143,0.09812740392593138,25.133072566988425,22.908112376148143,24.28571075192257,15.65275551643365,1015
6,6.265268081125327,0.3333333333333333,6.563903572784324,0.3804515991911897,0.8989852092475098,2.14284924778225,0.3420203605074414,6.265268081125327,2.14284924778225,3.1326340405626634,0.28792753044165487,1015
6,16.041633208671826,1.3333333333333333,6.703730796513057,0.1916421525978364,0.7591247140884291,2.333741520220131,0.14548029429812365,11.894839423064337,2.333741520220131,8.020816604335913,0.472688572543315,1015
7,21.116339368735648,1.6666666666666665,6.846544780373022,0.16441195154186466,0.7424369299474747,2.577576619281392,0.12206550454941499,14.134601722455788,2.577576619281392,10.558169684367824,0.6417384306566247,1015
0,2823.6243104061186,4.0,18.70134230977864,0.11956856735174491,0.5280125602912259,178.26586531062878,0.06313370537774872,42.21473198559174,42.21473198559174,61.11397793605427,239.55124239351716,1016
0,124.19024820015386,2.6666666666666665,9.98932254831339,0.13765029436807702,0.8319727619628027,14.222428123575193,0.11452129559040186,14.746164623334131,14.222428123575193,9.43790673170447,8.955595338159107,1016
1,116.92193045223966,4.0,8.553995894669761,0.08583067604905677,0.8832235228955527,8.86357936181345,0.07580767207255486,41.28827613250103,8.86357936181345,58.46096522611983,4.2510727716543535,1016
3,271.02414320625655,3.6666666666666665,11.137936532969809,0.10748709430679783,0.9114501422509046,26.55199881318373,0.09796912739606728,27.876561569644277,26.55199881318373,28.194201721402937,16.740773065818153,1016
3,8.112867000256356,0.6666666666666666,6.375324081478749,0.28234908567127226,0.8961738948469372,2.0528302134776286,0.2530338798124956,7.854829949588317,2.0528302134776286,4.056433500128178,0.16467508976788392,1016
4,1541.9906107336983,4.0,16.469088321196917,0.11521294138310927,0.8430935927360234,149.78170928400098,0.09713529268037047,42.70365827976568,42.70365827976568,62.53780625771606,121.91671101768739,1016
5,41.49124863040313,2.6666666666666665,7.240212736981112,0.11442078311018897,0.6221794410320278,2.953772731167549,0.07119025887794427,21.86273505813589,2.953772731167549,20.745624315201564,1.229675152029245,1016
7,18.709578452845207,1.6666666666666665,6.587091363106998,0.16033112604682762,0.8368746596673635,2.5103961659916196,0.13417705654452403,13.30473596645126,2.5103961659916196,9.354789226422604,0.3792980142756095,1016
0,181.5448007451095,3.333333333333333,10.319604811528015,0.11358357370226166,0.8731417343373928,18.004625468153936,0.09917455853463183,18.94332354930936,18.004625468153936,13.796597735248692,11.144069341589006,1017
0,71.82391503560612,2.0,9.356356427490551,0.17086688415800372,0.8350481774042675,10.247985605021112,0.14268208019488712,10.513350514452263,10.247985605021112,5.458298224184378,5.967938295793583,1017
2,193.2410567636119,3.0,10.854161825128429,0.12871969038620093,0.7073632203165954,17.59490251690077,0.09105157470973821,22.193756257815636,17.59490251690077,20.102553487657616,14.022707572475767,1017
2,133.9475449724806,4.0,8.899431836188699,0.08777635739464508,0.8194136419954517,9.634196553530378,0.07192514469384052,44.19225277917802,9.634196553530378,66.9737724862403,5.3269884265788665,1017
2,8.009785307080671,0.6666666666666666,6.348904399697387,0.28156883465986243,0.8766016481562916,1.9770048820018915,0.24682370453228178,7.804768879367826,1.9770048820018915,4.0048926535403355,0.1456767709686526,1017
3,377.9589831980871,4.0,11.808375180976215,0.10132231078494941,0.9808043707229828,37.56056793021455,0.09937736526963081,33.860393984684286,33.860393984684286,39.31845956097543,22.869310539557578,1017
4,1968.0826468626758,4.0,17.354113592017015,0.11708050196077176,0.9416031600562336,216.96806466310716,0.11024337062723273,41.2348163240707,41.2348163240707,58.309673432093525,160.45190845227097,1017
5,223.1887392004743,3.333333333333333,10.909225831404893,0.11675053916967928,0.8794642166710562,22.91655583812905,0.10267792147678546,24.57436060209502,22.91655583812905,23.21796228380623,14.746947366824582,1017
5,12.484699473522928,1.0,6.682718105275982,0.23189219147645204,0.9124918113607197,2.6417589858016646,0.21159972584075457,10.118801389355852,2.6417589858016646,6.242349736761464,0.43128242537130723,1017
6,9.880984054912672,1.0,6.1956152936266875,0.220542165250062,0.7187698325324318,1.5663242566642992,0.15851905518312695,9.002023132627052,1.5663242566642992,4.940492027456336,0.043327849701690235,1017
1,441.4254727789523,4.0,12.283896606488312,0.10312080609164656,0.809391157595707,36.84360737378058,0.08346506861472024,36.59302956059293,36.59302956059293,45.92077546030274,27.80692645882424,1018
4,5.75670009104145,0.3333333333333333,6.386865934899735,0.3736342626337131,0.9595487756857741,2.0638938394157886,0.35852029926443635,5.75670009104145,2.0638938394157886,2.878350045520725,0.16140704194198263,1018
5,9.031065633838717,0.6666666666666666,6.5998281195213,0.28888047209594053,0.39084825506698745,1.0196834278699058,0.11290842844162594,8.287415408035454,1.0196834278699058,4.515532816919358,0.33789395350048945,1018
6,20.901001802249795,1.6666666666666665,6.824304693682695,0.16406710453091125,0.7064536556423398,2.4225474552171686,0.11590580576651614,14.062347005444568,2.4225474552171686,10.450500901124897,0.6178125593006567,1018
3,52.92536359826107,3.0,7.485160480559772,0.10477655483176856,0.9170377595329671,5.085283657722918,0.09608405709450811,25.46373619057494,5.085283657722918,26.462681799130536,1.6527247456354819,1019
3,34.36342857669731,2.333333333333333,7.15136000299155,0.12789961666203714,0.7816515166247935,3.4354126169649306,0.09997292933961104,19.27463662951441,3.4354126169649306,17.181714288348655,1.0706605903520208,1019
4,24.6602393052489,2.0,6.783983569793413,0.14106409874390438,0.8356473748381362,2.9069451573548983,0.11787984379925132,15.801421548887465,2.9069451573548983,12.33011965262445,0.5966983311302263,1019
